Email,User_ID,Access_Date,Action_Type,Role,Permission_Set,Effective_Access
user45@atko.email,U0053,2025-11-14T23:05:51Z,CREATE NEW VENDOR,HR,READ_ONLY,Denied
user11@atko.email,U0019,2025-09-18T23:05:51Z,DELETE,Employee,FINANCE_EDIT,Permitted
user36@atko.email,U0044,2025-03-19T23:05:51Z,DELETE,HR,SYSTEM_ADMIN_ALL,Denied
user47@atko.email,U0055,2025-03-25T23:05:51Z,CHECK_PERMS,Auditor,HR_VIEW,Permitted
user43@atko.email,U0051,2025-01-28T23:05:51Z,WRITE,IT_Ops; Admin,HR_VIEW,Permitted
user45@atko.email,U0053,2025-08-15T23:05:51Z,LOGIN,Viewer,FINANCE_EDIT,Permitted
user5@atko.email,U0013,2025-01-05T23:05:51Z,CHECK_PERMS,Employee,SYSTEM_ADMIN_ALL,Denied
user0@atko.email,U0008,2025-05-23T23:05:51Z,UPDATE,Sales,GENERAL_USER,Denied
user25@atko.email,U0033,2025-09-15T23:05:51Z,DELETE,HR,SECURITY_EXECUTE,Denied
user12@atko.email,U0020,2025-11-30T23:05:51Z,EXECUTE,Sales,SYSTEM_ADMIN_ALL,Permitted
user27@atko.email,U0035,2025-04-25T23:05:51Z,CHECK_PERMS,Security,SALES_VIEW,Permitted
user41@atko.email,U0049,2025-01-07T23:05:51Z,WRITE,Sales,FINANCE_EDIT,Permitted
user12@atko.email,U0020,2025-10-10T23:05:51Z,APPROVE,Payment Processor,SYSTEM_ADMIN_ALL,Denied
user36@atko.email,U0044,2025-01-17T23:05:51Z,UPDATE,Auditor,AUDIT_READ,Permitted
user46@atko.email,U0054,2025-07-18T23:05:51Z,CREATE NEW VENDOR,Finance,GENERAL_USER,Denied
user4@atko.email,U0012,2025-03-12T23:05:51Z,UPDATE,IT_Ops; Viewer,READ_ONLY,Permitted
user47@atko.email,U0055,2024-12-18T23:05:51Z,UPDATE,Sales,FINANCE_EDIT,Permitted
user39@atko.email,U0047,2025-05-09T23:05:51Z,READ,Finance,FIN_PROCESS_APPR,Denied
user7@atko.email,U0015,2025-07-31T23:05:51Z,LOGOUT,HR,SECURITY_EXECUTE,Permitted
user35@atko.email,U0043,2025-11-15T23:05:51Z,CREATE NEW VENDOR,Security; HR,HR_VIEW,Denied
user25@atko.email,U0033,2025-03-06T23:05:51Z,READ,Employee; Sales,AUDIT_READ,Denied
user14@atko.email,U0022,2025-01-17T23:05:51Z,LOGIN,Payment Processor,GENERAL_USER,Permitted
user32@atko.email,U0040,2025-01-16T23:05:51Z,CHECK_PERMS,Admin; Viewer,FINANCE_EDIT,Permitted
user48@atko.email,U0056,2025-05-22T23:05:51Z,READ,Security,AUDIT_READ,Permitted
user41@atko.email,U0049,2025-08-28T23:05:51Z,CHECK_PERMS,Security,SALES_VIEW,Permitted
user45@atko.email,U0053,2025-08-24T23:05:51Z,LOGIN,Admin,AUDIT_READ,Permitted
user41@atko.email,U0049,2025-02-04T23:05:51Z,DELETE,Admin,SALES_VIEW,Permitted
user4@atko.email,U0012,2025-11-14T23:05:51Z,UPDATE,Finance,AUDIT_READ,Denied
user29@atko.email,U0037,2025-04-13T23:05:51Z,LOGIN,Finance,FIN_VENDOR_CREATOR,Denied
user44@atko.email,U0052,2025-03-24T23:05:51Z,READ,Security,SECURITY_EXECUTE,Denied
user16@atko.email,U0024,2025-09-11T23:05:51Z,LOGOUT,HR,FIN_PROCESS_APPR,Denied
max@atko.email,U0007,2025-09-13T23:05:51Z,READ,HR,FIN_PROCESS_APPR,Denied
user18@atko.email,U0026,2025-11-12T23:05:51Z,APPROVE,Employee,READ_ONLY,Permitted
user0@atko.email,U0008,2025-03-13T23:05:51Z,DELETE,Security,SYSTEM_ADMIN_ALL,Permitted
kobe.doe@atko.email,U0005,2025-08-14T23:05:51Z,DELETE,IT_Ops; Employee,IT_MAINTAIN,Permitted
harms.rosa@atko.email,U0003,2025-04-03T23:05:51Z,WRITE,Auditor,SALES_VIEW,Denied
user21@atko.email,U0029,2025-06-16T23:05:51Z,READ,Auditor; Payment Processor,FINANCE_EDIT,Permitted
user8@atko.email,U0016,2025-02-16T23:05:51Z,EXECUTE,Security,SECURITY_EXECUTE,Denied
ivan@atko.email,U0006,2025-10-10T23:05:51Z,READ,HR,FIN_VENDOR_CREATOR,Permitted
user44@atko.email,U0052,2025-07-04T23:05:51Z,DELETE,Payment Processor,READ_ONLY,Permitted
user15@atko.email,U0023,2025-05-31T23:05:51Z,DELETE,Security,HR_VIEW,Permitted
ashwin.ramnarayanan@okta.com,U0001,2025-01-19T23:05:51Z,LOGIN,Sales,SYSTEM_ADMIN_ALL,Permitted
user20@atko.email,U0028,2025-05-30T23:05:51Z,CREATE NEW VENDOR,Security,HR_VIEW,Permitted
user23@atko.email,U0031,2025-07-11T23:05:51Z,CREATE NEW VENDOR,Viewer; Auditor,SECURITY_EXECUTE,Denied
ivan@atko.email,U0006,2025-04-28T23:05:51Z,LOGIN,Sales; Finance,SALES_VIEW,Denied
user27@atko.email,U0035,2025-10-09T23:05:51Z,DELETE,IT_Ops,IT_MAINTAIN,Permitted
user44@atko.email,U0052,2025-01-09T23:05:51Z,CHECK_PERMS,Admin,SYSTEM_ADMIN_ALL,Denied
john.doe@atko.email,U0002,2025-07-18T23:05:51Z,WRITE,Finance,IT_MAINTAIN,Denied
user25@atko.email,U0033,2025-09-09T23:05:51Z,UPDATE,Employee,GENERAL_USER,Permitted
user17@atko.email,U0025,2025-12-07T23:05:51Z,LOGIN,Auditor,IT_MAINTAIN,Denied
user40@atko.email,U0048,2025-11-10T23:05:51Z,UPDATE,Viewer,IT_MAINTAIN,Denied
user13@atko.email,U0021,2025-08-14T23:05:51Z,LOGIN,Admin,HR_VIEW,Denied
user20@atko.email,U0028,2025-04-07T23:05:51Z,UPDATE,Auditor,FINANCE_EDIT,Permitted
user48@atko.email,U0056,2025-05-12T23:05:51Z,APPROVE,HR,SYSTEM_ADMIN_ALL,Denied
user27@atko.email,U0035,2025-05-26T23:05:51Z,CHECK_PERMS,Sales; Employee,GENERAL_USER,Denied
user22@atko.email,U0030,2025-05-29T23:05:51Z,APPROVE,Security,AUDIT_READ,Denied
user32@atko.email,U0040,2025-12-03T23:05:51Z,LOGOUT,Admin,FIN_PROCESS_APPR,Denied
user42@atko.email,U0050,2025-07-14T23:05:51Z,DELETE,Security,READ_ONLY,Denied
ashwin.ramnarayanan@okta.com,U0001,2025-06-23T23:05:51Z,CHECK_PERMS,HR,GENERAL_USER,Permitted
user36@atko.email,U0044,2025-01-19T23:05:51Z,WRITE,Security,SALES_VIEW,Permitted
user14@atko.email,U0022,2025-02-12T23:05:51Z,READ,Auditor; Admin,IT_MAINTAIN,Denied
user15@atko.email,U0023,2025-04-16T23:05:51Z,READ,Viewer; Admin,FINANCE_EDIT,Permitted
user28@atko.email,U0036,2024-12-10T23:05:51Z,LOGOUT,Security,GENERAL_USER,Denied
user33@atko.email,U0041,2025-01-14T23:05:51Z,WRITE,Security,SYSTEM_ADMIN_ALL,Denied
user5@atko.email,U0013,2025-03-24T23:05:51Z,READ,HR,FINANCE_EDIT,Permitted
user43@atko.email,U0051,2025-02-17T23:05:51Z,READ,Sales,IT_MAINTAIN,Permitted
user38@atko.email,U0046,2025-07-17T23:05:51Z,CREATE NEW VENDOR,IT_Ops,FIN_PROCESS_APPR,Permitted
user9@atko.email,U0017,2025-10-13T23:05:51Z,LOGOUT,Finance,FIN_PROCESS_APPR,Denied
user0@atko.email,U0008,2025-09-24T23:05:51Z,UPDATE,HR,SECURITY_EXECUTE,Permitted
user21@atko.email,U0029,2025-09-22T23:05:51Z,READ,IT_Ops,READ_ONLY,Denied
user48@atko.email,U0056,2025-10-23T23:05:51Z,CREATE NEW VENDOR,Employee,AUDIT_READ,Denied
user14@atko.email,U0022,2025-01-06T23:05:51Z,WRITE,Sales,FIN_PROCESS_APPR,Denied
user34@atko.email,U0042,2025-07-15T23:05:51Z,LOGIN,Admin,FIN_VENDOR_CREATOR,Denied
user30@atko.email,U0038,2025-07-21T23:05:51Z,LOGOUT,Payment Processor,GENERAL_USER,Permitted
kobe.doe@atko.email,U0005,2025-09-30T23:05:51Z,EXECUTE,Payment Processor,SALES_VIEW,Permitted
john.doe@atko.email,U0002,2024-12-24T23:05:51Z,LOGOUT,Payment Processor,GENERAL_USER,Permitted
max@atko.email,U0007,2025-04-08T23:05:51Z,LOGIN,Sales; Sales,FINANCE_EDIT,Denied
user34@atko.email,U0042,2025-02-11T23:05:51Z,CREATE NEW VENDOR,Payment Processor,IT_MAINTAIN,Permitted
user3@atko.email,U0011,2025-07-12T23:05:51Z,CHECK_PERMS,HR,SECURITY_EXECUTE,Permitted
user0@atko.email,U0008,2025-01-02T23:05:51Z,CHECK_PERMS,HR; Viewer,FIN_VENDOR_CREATOR,Denied
user11@atko.email,U0019,2025-10-27T23:05:51Z,LOGOUT,IT_Ops,FIN_PROCESS_APPR,Permitted
user34@atko.email,U0042,2025-11-22T23:05:51Z,EXECUTE,HR,SALES_VIEW,Denied
user34@atko.email,U0042,2025-01-11T23:05:51Z,APPROVE,Finance,SYSTEM_ADMIN_ALL,Denied
ashwin.ramnarayanan@okta.com,U0001,2025-09-07T23:05:51Z,CREATE NEW VENDOR,Admin; HR,SYSTEM_ADMIN_ALL,Permitted
user2@atko.email,U0010,2025-07-09T23:05:51Z,LOGOUT,IT_Ops,READ_ONLY,Permitted
harms.rosa@atko.email,U0003,2025-05-16T23:05:51Z,DELETE,Viewer,GENERAL_USER,Permitted
user10@atko.email,U0018,2025-11-07T23:05:51Z,READ,Employee,FIN_PROCESS_APPR,Denied
kobe.doe@atko.email,U0005,2025-01-26T23:05:51Z,READ,Auditor,READ_ONLY,Denied
user33@atko.email,U0041,2025-06-21T23:05:51Z,LOGOUT,Security,HR_VIEW,Permitted
user2@atko.email,U0010,2025-08-12T23:05:51Z,READ,Viewer,FINANCE_EDIT,Permitted
user30@atko.email,U0038,2025-05-18T23:05:51Z,CHECK_PERMS,Auditor,FINANCE_EDIT,Denied
ashwin.ramnarayanan@okta.com,U0001,2025-03-02T23:05:51Z,CREATE NEW VENDOR,IT_Ops,SALES_VIEW,Permitted
ashwin.ramnarayanan@okta.com,U0001,2025-07-28T23:05:51Z,WRITE,HR; IT_Ops,FIN_PROCESS_APPR,Permitted
harms.rosa@atko.email,U0003,2025-04-20T23:05:51Z,UPDATE,Security,FINANCE_EDIT,Permitted
user4@atko.email,U0012,2025-01-10T23:05:51Z,CREATE NEW VENDOR,IT_Ops,AUDIT_READ,Denied
user20@atko.email,U0028,2025-06-10T23:05:51Z,WRITE,Viewer,IT_MAINTAIN,Permitted
user32@atko.email,U0040,2024-12-27T23:05:51Z,CREATE NEW VENDOR,Finance,FINANCE_EDIT,Permitted
user32@atko.email,U0040,2025-12-01T23:05:51Z,DELETE,HR; IT_Ops,SALES_VIEW,Denied
user0@atko.email,U0008,2025-09-16T23:05:51Z,CREATE NEW VENDOR,Admin,READ_ONLY,Permitted
user40@atko.email,U0048,2025-04-26T23:05:51Z,CREATE NEW VENDOR,Security,GENERAL_USER,Denied
user31@atko.email,U0039,2025-08-07T23:05:51Z,WRITE,Employee,FIN_VENDOR_CREATOR,Permitted
user10@atko.email,U0018,2025-09-29T23:05:51Z,READ,Employee,AUDIT_READ,Denied
user8@atko.email,U0016,2025-04-16T23:05:51Z,EXECUTE,IT_Ops; Sales,SECURITY_EXECUTE,Denied
user5@atko.email,U0013,2025-01-20T23:05:51Z,EXECUTE,HR,SYSTEM_ADMIN_ALL,Denied
user10@atko.email,U0018,2025-01-12T23:05:51Z,LOGOUT,Payment Processor,FIN_VENDOR_CREATOR,Denied
user39@atko.email,U0047,2025-10-10T23:05:51Z,DELETE,Auditor,SALES_VIEW,Denied
user31@atko.email,U0039,2025-01-01T23:05:51Z,CREATE NEW VENDOR,Auditor,SECURITY_EXECUTE,Permitted
user30@atko.email,U0038,2025-10-07T23:05:51Z,READ,Auditor; Auditor,FIN_VENDOR_CREATOR,Permitted
user23@atko.email,U0031,2025-01-06T23:05:51Z,DELETE,Viewer,FINANCE_EDIT,Permitted
user6@atko.email,U0014,2025-10-26T23:05:51Z,WRITE,Admin,FIN_PROCESS_APPR,Permitted
user37@atko.email,U0045,2025-04-25T23:05:51Z,EXECUTE,Viewer,READ_ONLY,Denied
user43@atko.email,U0051,2025-06-16T23:05:51Z,CREATE NEW VENDOR,Viewer,SYSTEM_ADMIN_ALL,Denied
user6@atko.email,U0014,2025-04-11T23:05:51Z,CHECK_PERMS,Security,FIN_PROCESS_APPR,Denied
user29@atko.email,U0037,2025-08-18T23:05:51Z,DELETE,Viewer,HR_VIEW,Permitted
user47@atko.email,U0055,2025-08-14T23:05:51Z,READ,Payment Processor,HR_VIEW,Permitted
user17@atko.email,U0025,2025-06-15T23:05:51Z,LOGIN,Sales,READ_ONLY,Denied
user15@atko.email,U0023,2025-02-08T23:05:51Z,EXECUTE,Security,SECURITY_EXECUTE,Permitted
user2@atko.email,U0010,2025-04-02T23:05:51Z,CHECK_PERMS,Sales,SALES_VIEW,Denied
samantha.driver@atko.email,U0004,2025-02-24T23:05:51Z,CREATE NEW VENDOR,IT_Ops,FIN_PROCESS_APPR,Denied
ivan@atko.email,U0006,2025-06-08T23:05:51Z,DELETE,Auditor,READ_ONLY,Denied
user10@atko.email,U0018,2025-10-06T23:05:51Z,WRITE,Sales,AUDIT_READ,Denied
ashwin.ramnarayanan@okta.com,U0001,2025-07-08T23:05:51Z,CHECK_PERMS,Security; Payment Processor,HR_VIEW,Denied
kobe.doe@atko.email,U0005,2025-04-17T23:05:51Z,APPROVE,Admin,FINANCE_EDIT,Denied
harms.rosa@atko.email,U0003,2025-08-05T23:05:51Z,DELETE,HR,SECURITY_EXECUTE,Permitted
user45@atko.email,U0053,2025-02-10T23:05:51Z,APPROVE,IT_Ops,FINANCE_EDIT,Denied
ivan@atko.email,U0006,2025-05-05T23:05:51Z,CHECK_PERMS,Security,GENERAL_USER,Permitted
user41@atko.email,U0049,2025-01-27T23:05:51Z,LOGIN,Admin,FIN_PROCESS_APPR,Denied
user41@atko.email,U0049,2025-05-27T23:05:51Z,READ,Viewer,SALES_VIEW,Denied
kobe.doe@atko.email,U0005,2025-08-31T23:05:51Z,CREATE NEW VENDOR,Payment Processor,HR_VIEW,Permitted
user8@atko.email,U0016,2025-03-13T23:05:51Z,APPROVE,Sales,IT_MAINTAIN,Permitted
user15@atko.email,U0023,2025-02-19T23:05:51Z,EXECUTE,Viewer,READ_ONLY,Permitted
user11@atko.email,U0019,2025-10-21T23:05:51Z,CHECK_PERMS,Security; HR,READ_ONLY,Permitted
user44@atko.email,U0052,2024-12-14T23:05:51Z,LOGOUT,HR,FINANCE_EDIT,Denied
user8@atko.email,U0016,2025-07-25T23:05:51Z,CHECK_PERMS,Security,FIN_PROCESS_APPR,Permitted
user48@atko.email,U0056,2025-03-30T23:05:51Z,APPROVE,Viewer,HR_VIEW,Denied
user1@atko.email,U0009,2025-03-03T23:05:51Z,LOGIN,Security; Sales,HR_VIEW,Denied
user41@atko.email,U0049,2025-01-27T23:05:51Z,EXECUTE,Auditor,FIN_VENDOR_CREATOR,Permitted
user43@atko.email,U0051,2025-09-07T23:05:51Z,APPROVE,Finance,AUDIT_READ,Permitted
ashwin.ramnarayanan@okta.com,U0001,2025-11-06T23:05:51Z,WRITE,HR,FINANCE_EDIT,Denied
user26@atko.email,U0034,2025-05-27T23:05:51Z,WRITE,Finance; Security,AUDIT_READ,Denied
user8@atko.email,U0016,2025-07-03T23:05:51Z,WRITE,Security,SYSTEM_ADMIN_ALL,Permitted
user23@atko.email,U0031,2025-04-27T23:05:51Z,CREATE NEW VENDOR,Employee; Viewer,SALES_VIEW,Denied
user12@atko.email,U0020,2025-02-14T23:05:51Z,WRITE,Payment Processor,FINANCE_EDIT,Denied
user41@atko.email,U0049,2025-03-25T23:05:51Z,READ,Security,IT_MAINTAIN,Denied
ivan@atko.email,U0006,2025-04-13T23:05:51Z,LOGOUT,HR,SYSTEM_ADMIN_ALL,Permitted
user38@atko.email,U0046,2025-07-20T23:05:51Z,LOGOUT,Employee,GENERAL_USER,Denied
samantha.driver@atko.email,U0004,2025-06-22T23:05:51Z,DELETE,Viewer,SYSTEM_ADMIN_ALL,Permitted
user40@atko.email,U0048,2025-09-08T23:05:51Z,CREATE NEW VENDOR,Admin,FINANCE_EDIT,Denied
user36@atko.email,U0044,2025-02-08T23:05:51Z,DELETE,Payment Processor; Viewer,READ_ONLY,Denied
user1@atko.email,U0009,2025-07-10T23:05:51Z,LOGOUT,Payment Processor; Admin,FIN_PROCESS_APPR,Permitted
user35@atko.email,U0043,2025-05-17T23:05:51Z,CREATE NEW VENDOR,HR,HR_VIEW,Denied
user42@atko.email,U0050,2025-07-17T23:05:51Z,EXECUTE,Admin,READ_ONLY,Denied
user11@atko.email,U0019,2025-10-05T23:05:51Z,APPROVE,Auditor; Finance,IT_MAINTAIN,Denied
user49@atko.email,U0057,2025-07-28T23:05:51Z,APPROVE,Viewer,SECURITY_EXECUTE,Denied
user19@atko.email,U0027,2025-11-24T23:05:51Z,UPDATE,HR,FIN_PROCESS_APPR,Permitted
user34@atko.email,U0042,2025-10-02T23:05:51Z,EXECUTE,Sales,FIN_PROCESS_APPR,Denied
user35@atko.email,U0043,2025-06-13T23:05:51Z,APPROVE,Employee,HR_VIEW,Permitted
user43@atko.email,U0051,2025-04-13T23:05:51Z,CREATE NEW VENDOR,Sales,FIN_VENDOR_CREATOR,Denied
user6@atko.email,U0014,2025-02-14T23:05:51Z,APPROVE,Security,SYSTEM_ADMIN_ALL,Denied
user29@atko.email,U0037,2025-05-21T23:05:51Z,READ,HR; IT_Ops,FIN_VENDOR_CREATOR,Denied
user4@atko.email,U0012,2025-11-04T23:05:51Z,CREATE NEW VENDOR,Auditor,READ_ONLY,Permitted
user8@atko.email,U0016,2025-05-17T23:05:51Z,APPROVE,Payment Processor; Security,AUDIT_READ,Permitted
user8@atko.email,U0016,2025-02-26T23:05:51Z,DELETE,IT_Ops,HR_VIEW,Permitted
user1@atko.email,U0009,2025-09-09T23:05:51Z,LOGIN,Auditor,IT_MAINTAIN,Denied
harms.rosa@atko.email,U0003,2024-12-24T23:05:51Z,APPROVE,Finance,AUDIT_READ,Permitted
user16@atko.email,U0024,2025-07-04T23:05:51Z,CHECK_PERMS,Admin; Admin,FIN_VENDOR_CREATOR,Denied
user16@atko.email,U0024,2025-05-18T23:05:51Z,CREATE NEW VENDOR,HR,GENERAL_USER,Permitted
user47@atko.email,U0055,2025-11-30T23:05:51Z,LOGIN,IT_Ops,IT_MAINTAIN,Permitted
user13@atko.email,U0021,2025-02-22T23:05:51Z,READ,Viewer,GENERAL_USER,Denied
ashwin.ramnarayanan@okta.com,U0001,2025-12-07T23:05:51Z,EXECUTE,Auditor,SECURITY_EXECUTE,Permitted
user35@atko.email,U0043,2025-05-29T23:05:51Z,CREATE NEW VENDOR,HR,FIN_VENDOR_CREATOR,Denied
user43@atko.email,U0051,2025-10-27T23:05:51Z,CREATE NEW VENDOR,Admin; Admin,FINANCE_EDIT,Permitted
user3@atko.email,U0011,2025-04-04T23:05:51Z,READ,Admin,HR_VIEW,Denied
user48@atko.email,U0056,2025-10-25T23:05:51Z,EXECUTE,Sales,IT_MAINTAIN,Permitted
harms.rosa@atko.email,U0003,2025-07-24T23:05:51Z,READ,Payment Processor; HR,HR_VIEW,Permitted
user11@atko.email,U0019,2025-06-19T23:05:51Z,WRITE,Employee,FINANCE_EDIT,Permitted
user20@atko.email,U0028,2025-01-07T23:05:51Z,EXECUTE,Security,IT_MAINTAIN,Permitted
user35@atko.email,U0043,2025-04-29T23:05:51Z,APPROVE,HR; Admin,FINANCE_EDIT,Denied
user41@atko.email,U0049,2025-08-20T23:05:51Z,APPROVE,HR,FINANCE_EDIT,Denied
user17@atko.email,U0025,2025-09-04T23:05:51Z,UPDATE,Viewer,FINANCE_EDIT,Denied
user25@atko.email,U0033,2025-08-30T23:05:51Z,APPROVE,Employee,IT_MAINTAIN,Permitted
user41@atko.email,U0049,2025-04-16T23:05:51Z,CHECK_PERMS,Sales,SALES_VIEW,Permitted
user43@atko.email,U0051,2025-04-23T23:05:51Z,READ,HR; Payment Processor,AUDIT_READ,Permitted
user6@atko.email,U0014,2025-07-13T23:05:51Z,LOGOUT,Security,GENERAL_USER,Denied
john.doe@atko.email,U0002,2025-07-15T23:05:51Z,UPDATE,Security,AUDIT_READ,Permitted
user33@atko.email,U0041,2025-08-21T23:05:51Z,EXECUTE,Sales,FINANCE_EDIT,Permitted
user30@atko.email,U0038,2025-01-13T23:05:51Z,WRITE,Admin,HR_VIEW,Permitted
user38@atko.email,U0046,2025-05-19T23:05:51Z,CHECK_PERMS,Sales,FIN_VENDOR_CREATOR,Denied
user12@atko.email,U0020,2025-08-31T23:05:51Z,APPROVE,Employee,FINANCE_EDIT,Permitted
max@atko.email,U0007,2024-12-21T23:05:51Z,UPDATE,Auditor,SECURITY_EXECUTE,Permitted
user33@atko.email,U0041,2024-12-15T23:05:51Z,DELETE,HR,HR_VIEW,Denied
user4@atko.email,U0012,2025-09-02T23:05:51Z,LOGOUT,Viewer,HR_VIEW,Denied
user16@atko.email,U0024,2025-06-29T23:05:51Z,APPROVE,HR,IT_MAINTAIN,Denied
user10@atko.email,U0018,2025-07-25T23:05:51Z,EXECUTE,IT_Ops; Viewer,AUDIT_READ,Denied
user20@atko.email,U0028,2025-04-20T23:05:51Z,CHECK_PERMS,Auditor,AUDIT_READ,Denied
user11@atko.email,U0019,2025-11-13T23:05:51Z,DELETE,Payment Processor,FIN_PROCESS_APPR,Permitted
user48@atko.email,U0056,2025-03-21T23:05:51Z,DELETE,Admin,GENERAL_USER,Denied
user25@atko.email,U0033,2025-04-17T23:05:51Z,APPROVE,Security,SYSTEM_ADMIN_ALL,Permitted
user42@atko.email,U0050,2025-05-30T23:05:51Z,DELETE,HR,FINANCE_EDIT,Permitted
user5@atko.email,U0013,2025-09-16T23:05:51Z,EXECUTE,Sales,IT_MAINTAIN,Permitted
user5@atko.email,U0013,2025-07-31T23:05:51Z,LOGIN,Viewer; Viewer,FIN_VENDOR_CREATOR,Denied
user39@atko.email,U0047,2025-01-20T23:05:51Z,CHECK_PERMS,Payment Processor,IT_MAINTAIN,Permitted
user39@atko.email,U0047,2025-02-20T23:05:51Z,EXECUTE,Payment Processor,READ_ONLY,Permitted
ashwin.ramnarayanan@okta.com,U0001,2025-05-29T23:05:51Z,UPDATE,IT_Ops,SALES_VIEW,Denied
user45@atko.email,U0053,2025-10-09T23:05:51Z,DELETE,HR,SALES_VIEW,Denied
user35@atko.email,U0043,2025-02-23T23:05:51Z,READ,Security,GENERAL_USER,Denied
user10@atko.email,U0018,2024-12-25T23:05:51Z,EXECUTE,Auditor,FIN_VENDOR_CREATOR,Permitted
user43@atko.email,U0051,2025-01-14T23:05:51Z,WRITE,Admin,FIN_VENDOR_CREATOR,Denied
user10@atko.email,U0018,2025-10-15T23:05:51Z,DELETE,HR,SYSTEM_ADMIN_ALL,Denied
user26@atko.email,U0034,2025-03-09T23:05:51Z,LOGIN,Employee,IT_MAINTAIN,Permitted
user33@atko.email,U0041,2025-09-19T23:05:51Z,EXECUTE,Payment Processor,FIN_PROCESS_APPR,Denied
user11@atko.email,U0019,2025-08-02T23:05:51Z,CREATE NEW VENDOR,Security,SALES_VIEW,Denied
harms.rosa@atko.email,U0003,2025-11-27T23:05:51Z,READ,Sales,FINANCE_EDIT,Denied
user26@atko.email,U0034,2025-10-09T23:05:51Z,DELETE,HR,AUDIT_READ,Denied
user12@atko.email,U0020,2025-06-24T23:05:51Z,UPDATE,Employee,SYSTEM_ADMIN_ALL,Permitted
user0@atko.email,U0008,2025-01-08T23:05:51Z,LOGIN,Security,GENERAL_USER,Denied
user26@atko.email,U0034,2025-06-02T23:05:51Z,UPDATE,Payment Processor; Employee,SYSTEM_ADMIN_ALL,Denied
user49@atko.email,U0057,2025-05-10T23:05:51Z,UPDATE,Finance; Sales,SECURITY_EXECUTE,Permitted
user2@atko.email,U0010,2025-08-17T23:05:51Z,DELETE,Security,IT_MAINTAIN,Denied
user15@atko.email,U0023,2025-05-30T23:05:51Z,CREATE NEW VENDOR,Payment Processor; HR,IT_MAINTAIN,Denied
user18@atko.email,U0026,2024-12-22T23:05:51Z,EXECUTE,Auditor,IT_MAINTAIN,Denied
user4@atko.email,U0012,2025-10-23T23:05:51Z,WRITE,Finance,GENERAL_USER,Denied
user22@atko.email,U0030,2025-01-18T23:05:51Z,CREATE NEW VENDOR,Viewer,SALES_VIEW,Permitted
user27@atko.email,U0035,2025-06-02T23:05:51Z,EXECUTE,IT_Ops,IT_MAINTAIN,Denied
user32@atko.email,U0040,2024-12-29T23:05:51Z,READ,Viewer,FINANCE_EDIT,Permitted
user17@atko.email,U0025,2025-08-18T23:05:51Z,UPDATE,Employee,SECURITY_EXECUTE,Denied
user25@atko.email,U0033,2025-08-15T23:05:51Z,UPDATE,Employee,AUDIT_READ,Denied
user36@atko.email,U0044,2025-01-28T23:05:51Z,UPDATE,Security,SECURITY_EXECUTE,Denied
user13@atko.email,U0021,2025-11-14T23:05:51Z,LOGIN,HR,FIN_VENDOR_CREATOR,Denied
