Email,User_ID,Access_Date,Action_Type,Role,Permission_Set,Effective_Access
user29@atko.email,U0037,2024-12-27T23:05:51Z,LOGIN,Admin,IT_MAINTAIN,Denied
user35@atko.email,U0043,2025-07-21T23:05:51Z,DELETE,Auditor,GENERAL_USER,Permitted
user7@atko.email,U0015,2025-09-28T23:05:51Z,APPROVE,Payment Processor,SALES_VIEW,Permitted
user2@atko.email,U0010,2025-12-01T23:05:51Z,WRITE,IT_Ops,HR_VIEW,Permitted
user1@atko.email,U0009,2025-05-23T23:05:51Z,READ,Auditor,GENERAL_USER,Denied
user5@atko.email,U0013,2025-09-02T23:05:51Z,READ,Finance,HR_VIEW,Denied
user29@atko.email,U0037,2025-05-11T23:05:51Z,LOGOUT,Sales,SYSTEM_ADMIN_ALL,Denied
user12@atko.email,U0020,2025-09-09T23:05:51Z,DELETE,IT_Ops,GENERAL_USER,Permitted
user25@atko.email,U0033,2025-05-18T23:05:51Z,CHECK_PERMS,Admin;IT_Ops,SYSTEM_ADMIN_ALL,Denied
user26@atko.email,U0034,2025-06-27T23:05:51Z,WRITE,HR,HR_VIEW,Denied
user14@atko.email,U0022,2025-01-03T23:05:51Z,APPROVE,Auditor,AUDIT_READ,Denied
ashwin.ramnarayanan@okta.com,U0001,2025-08-03T23:05:51Z,EXECUTE,IT_Ops,SECURITY_EXECUTE,Permitted
user40@atko.email,U0048,2025-11-10T23:05:51Z,EXECUTE,Employee,AUDIT_READ,Denied
user36@atko.email,U0044,2025-02-01T23:05:51Z,UPDATE,Payment Processor,GENERAL_USER,Permitted
user44@atko.email,U0052,2025-10-01T23:05:51Z,DELETE,Employee,FIN_VENDOR_CREATOR,Permitted
user41@atko.email,U0049,2025-03-08T23:05:51Z,LOGOUT,Admin,HR_VIEW,Denied
user13@atko.email,U0021,2025-04-14T23:05:51Z,DELETE,Sales,HR_VIEW,Denied
samantha.driver@atko.email,U0004,2025-09-21T23:05:51Z,CREATE NEW VENDOR,Viewer,IT_MAINTAIN,Permitted
user38@atko.email,U0046,2025-09-29T23:05:51Z,READ,Viewer,READ_ONLY,Permitted
user18@atko.email,U0026,2024-12-09T23:05:51Z,LOGOUT,IT_Ops,AUDIT_READ,Permitted
creep.user@atko.email,U9999,2025-06-28T23:05:51Z,READ,Auditor;Employee,FINANCE_EDIT,Permitted
user35@atko.email,U0043,2024-12-11T23:05:51Z,LOGOUT,Employee,FINANCE_EDIT,Denied
user24@atko.email,U0032,2025-02-02T23:05:51Z,EXECUTE,Admin,AUDIT_READ,Permitted
user17@atko.email,U0025,2025-10-14T23:05:51Z,CREATE NEW VENDOR,Viewer,SECURITY_EXECUTE,Permitted
user28@atko.email,U0036,2025-11-29T23:05:51Z,CREATE NEW VENDOR,Employee,FIN_VENDOR_CREATOR,Permitted
user26@atko.email,U0034,2025-03-25T23:05:51Z,LOGOUT,Payment Processor,IT_MAINTAIN,Denied
user25@atko.email,U0033,2025-03-24T23:05:51Z,CREATE NEW VENDOR,Sales,FIN_VENDOR_CREATOR,Denied
user40@atko.email,U0048,2025-03-23T23:05:51Z,WRITE,Admin;Finance,READ_ONLY,Permitted
user42@atko.email,U0050,2025-07-23T23:05:51Z,LOGOUT,Security,SALES_VIEW,Permitted
user26@atko.email,U0034,2024-12-24T23:05:51Z,EXECUTE,IT_Ops,READ_ONLY,Denied
user11@atko.email,U0019,2025-09-29T23:05:51Z,DELETE,Finance;Payment Processor,IT_MAINTAIN,Permitted
user4@atko.email,U0012,2025-03-08T23:05:51Z,CREATE NEW VENDOR,HR,FINANCE_EDIT,Permitted
user15@atko.email,U0023,2025-11-23T23:05:51Z,LOGIN,HR,FIN_VENDOR_CREATOR,Denied
user40@atko.email,U0048,2024-12-21T23:05:51Z,LOGOUT,Auditor,GENERAL_USER,Denied
user23@atko.email,U0031,2025-06-07T23:05:51Z,CREATE NEW VENDOR,Viewer;IT_Ops,FIN_VENDOR_CREATOR,Permitted
samantha.driver@atko.email,U0004,2025-09-13T23:05:51Z,DELETE,Auditor,SALES_VIEW,Permitted
user29@atko.email,U0037,2025-08-27T23:05:51Z,LOGIN,Auditor,IT_MAINTAIN,Denied
user17@atko.email,U0025,2025-03-13T23:05:51Z,APPROVE,HR,READ_ONLY,Permitted
user22@atko.email,U0030,2025-01-16T23:05:51Z,WRITE,Security,SYSTEM_ADMIN_ALL,Permitted
ivan@atko.email,U0006,2025-02-07T23:05:51Z,WRITE,Employee,HR_VIEW,Denied
user27@atko.email,U0035,2025-10-26T23:05:51Z,EXECUTE,Sales,FIN_PROCESS_APPR,Denied
user17@atko.email,U0025,2025-09-09T23:05:51Z,UPDATE,Payment Processor,IT_MAINTAIN,Denied
user4@atko.email,U0012,2025-09-10T23:05:51Z,LOGIN,Auditor,FIN_VENDOR_CREATOR,Denied
creep.user@atko.email,U9999,2024-12-20T23:05:51Z,UPDATE,Admin,IT_MAINTAIN,Denied
user18@atko.email,U0026,2025-05-02T23:05:51Z,UPDATE,Auditor,READ_ONLY,Permitted
user11@atko.email,U0019,2025-04-08T23:05:51Z,UPDATE,Admin,HR_VIEW,Permitted
user10@atko.email,U0018,2025-08-13T23:05:51Z,LOGOUT,Security,READ_ONLY,Permitted
user14@atko.email,U0022,2025-08-13T23:05:51Z,APPROVE,Admin;HR,SYSTEM_ADMIN_ALL,Denied
user47@atko.email,U0055,2025-06-28T23:05:51Z,EXECUTE,Auditor,GENERAL_USER,Denied
john.doe@atko.email,U0002,2025-02-20T23:05:51Z,UPDATE,Finance,FIN_PROCESS_APPR,Denied
user30@atko.email,U0038,2025-09-09T23:05:51Z,CREATE NEW VENDOR,HR,SYSTEM_ADMIN_ALL,Permitted
user28@atko.email,U0036,2025-11-04T23:05:51Z,EXECUTE,Sales,SYSTEM_ADMIN_ALL,Denied
user35@atko.email,U0043,2025-05-11T23:05:51Z,UPDATE,Finance,SYSTEM_ADMIN_ALL,Denied
ashwin.ramnarayanan@okta.com,U0001,2024-12-17T23:05:51Z,UPDATE,Employee,FIN_PROCESS_APPR,Denied
user13@atko.email,U0021,2024-12-13T23:05:51Z,LOGOUT,Employee,FIN_PROCESS_APPR,Permitted
user24@atko.email,U0032,2025-01-05T23:05:51Z,APPROVE,Sales,IT_MAINTAIN,Permitted
user25@atko.email,U0033,2025-01-15T23:05:51Z,WRITE,Admin,SYSTEM_ADMIN_ALL,Permitted
user38@atko.email,U0046,2025-10-01T23:05:51Z,READ,Finance,GENERAL_USER,Permitted
user47@atko.email,U0055,2025-05-29T23:05:51Z,CREATE NEW VENDOR,IT_Ops;Admin,READ_ONLY,Permitted
user42@atko.email,U0050,2024-12-28T23:05:51Z,UPDATE,Finance,GENERAL_USER,Permitted
user2@atko.email,U0010,2025-10-31T23:05:51Z,CHECK_PERMS,Auditor,READ_ONLY,Denied
user24@atko.email,U0032,2025-06-27T23:05:51Z,READ,HR,FIN_VENDOR_CREATOR,Denied
user14@atko.email,U0022,2025-01-19T23:05:51Z,APPROVE,Viewer,AUDIT_READ,Permitted
user0@atko.email,U0008,2025-06-30T23:05:51Z,CHECK_PERMS,Finance,IT_MAINTAIN,Permitted
user2@atko.email,U0010,2025-01-13T23:05:51Z,WRITE,Finance,SYSTEM_ADMIN_ALL,Denied
user15@atko.email,U0023,2025-05-18T23:05:51Z,CREATE NEW VENDOR,Admin,GENERAL_USER,Permitted
user16@atko.email,U0024,2025-01-31T23:05:51Z,EXECUTE,Viewer;Auditor,GENERAL_USER,Permitted
user6@atko.email,U0014,2025-06-06T23:05:51Z,WRITE,Sales,IT_MAINTAIN,Permitted
ivan@atko.email,U0006,2025-07-19T23:05:51Z,DELETE,Finance,IT_MAINTAIN,Permitted
user25@atko.email,U0033,2025-11-13T23:05:51Z,APPROVE,Sales,FINANCE_EDIT,Permitted
user26@atko.email,U0034,2024-12-31T23:05:51Z,WRITE,IT_Ops,SALES_VIEW,Permitted
user25@atko.email,U0033,2025-12-01T23:05:51Z,DELETE,Finance,FINANCE_EDIT,Denied
user46@atko.email,U0054,2025-07-24T23:05:51Z,CREATE NEW VENDOR,Employee,IT_MAINTAIN,Permitted
user31@atko.email,U0039,2025-06-24T23:05:51Z,APPROVE,Payment Processor,SECURITY_EXECUTE,Denied
user1@atko.email,U0009,2025-07-13T23:05:51Z,CREATE NEW VENDOR,Auditor,FINANCE_EDIT,Permitted
creep.user@atko.email,U9999,2025-01-24T23:05:51Z,CREATE NEW VENDOR,HR;Sales,GENERAL_USER,Denied
user47@atko.email,U0055,2025-07-03T23:05:51Z,LOGIN,Auditor,SALES_VIEW,Denied
user40@atko.email,U0048,2025-10-03T23:05:51Z,LOGOUT,Sales,FIN_PROCESS_APPR,Denied
user7@atko.email,U0015,2025-06-02T23:05:51Z,EXECUTE,Security,SECURITY_EXECUTE,Permitted
user31@atko.email,U0039,2025-07-20T23:05:51Z,CHECK_PERMS,Employee,FIN_VENDOR_CREATOR,Permitted
kobe.doe@atko.email,U0005,2025-09-15T23:05:51Z,UPDATE,Admin;Employee,HR_VIEW,Denied
user27@atko.email,U0035,2025-03-06T23:05:51Z,LOGIN,Finance,FIN_PROCESS_APPR,Permitted
user36@atko.email,U0044,2025-08-07T23:05:51Z,CREATE NEW VENDOR,Security,SYSTEM_ADMIN_ALL,Denied
user19@atko.email,U0027,2025-03-03T23:05:51Z,APPROVE,IT_Ops,FINANCE_EDIT,Denied
user38@atko.email,U0046,2025-01-29T23:05:51Z,DELETE,Auditor,IT_MAINTAIN,Denied
user27@atko.email,U0035,2025-06-27T23:05:51Z,EXECUTE,Security,READ_ONLY,Permitted
user2@atko.email,U0010,2025-06-14T23:05:51Z,WRITE,Sales,SECURITY_EXECUTE,Denied
user24@atko.email,U0032,2025-02-01T23:05:51Z,DELETE,Auditor,IT_MAINTAIN,Denied
user28@atko.email,U0036,2024-12-12T23:05:51Z,READ,Finance,AUDIT_READ,Permitted
user11@atko.email,U0019,2025-03-19T23:05:51Z,WRITE,IT_Ops,HR_VIEW,Permitted
user48@atko.email,U0056,2025-05-22T23:05:51Z,LOGOUT,Viewer,FIN_PROCESS_APPR,Denied
user33@atko.email,U0041,2025-02-26T23:05:51Z,UPDATE,Auditor,SALES_VIEW,Denied
john.doe@atko.email,U0002,2025-04-21T23:05:51Z,APPROVE,Security,AUDIT_READ,Denied
user24@atko.email,U0032,2025-09-13T23:05:51Z,READ,Finance,FIN_VENDOR_CREATOR,Permitted
samantha.driver@atko.email,U0004,2025-09-02T23:05:51Z,CREATE NEW VENDOR,HR,IT_MAINTAIN,Permitted
user25@atko.email,U0033,2025-02-02T23:05:51Z,LOGIN,HR,FIN_VENDOR_CREATOR,Denied
user43@atko.email,U0051,2025-11-06T23:05:51Z,CHECK_PERMS,Finance,SYSTEM_ADMIN_ALL,Denied
user27@atko.email,U0035,2025-01-06T23:05:51Z,LOGOUT,Employee,READ_ONLY,Permitted
user46@atko.email,U0054,2025-01-17T23:05:51Z,LOGIN,Security,AUDIT_READ,Permitted
user31@atko.email,U0039,2025-05-05T23:05:51Z,READ,Payment Processor,FIN_PROCESS_APPR,Permitted
user49@atko.email,U0057,2025-04-05T23:05:51Z,LOGIN,Payment Processor,SECURITY_EXECUTE,Denied
kobe.doe@atko.email,U0005,2025-02-18T23:05:51Z,READ,Auditor,GENERAL_USER,Denied
user8@atko.email,U0016,2025-10-13T23:05:51Z,UPDATE,Admin,READ_ONLY,Permitted
user43@atko.email,U0051,2025-08-21T23:05:51Z,APPROVE,Sales,FIN_PROCESS_APPR,Denied
user26@atko.email,U0034,2025-11-14T23:05:51Z,LOGIN,Admin,HR_VIEW,Denied
user37@atko.email,U0045,2025-06-17T23:05:51Z,APPROVE,Finance,HR_VIEW,Denied
user36@atko.email,U0044,2025-05-31T23:05:51Z,WRITE,IT_Ops,FIN_PROCESS_APPR,Permitted
user37@atko.email,U0045,2025-05-02T23:05:51Z,LOGIN,Security,SYSTEM_ADMIN_ALL,Denied
user48@atko.email,U0056,2025-01-13T23:05:51Z,APPROVE,Finance,GENERAL_USER,Permitted
ivan@atko.email,U0006,2024-12-16T23:05:51Z,CREATE NEW VENDOR,Security,FIN_VENDOR_CREATOR,Denied
samantha.driver@atko.email,U0004,2025-10-19T23:05:51Z,LOGOUT,Viewer,SECURITY_EXECUTE,Denied
user33@atko.email,U0041,2024-12-19T23:05:51Z,DELETE,Sales,SALES_VIEW,Permitted
user17@atko.email,U0025,2025-05-02T23:05:51Z,CHECK_PERMS,Admin,SALES_VIEW,Denied
john.doe@atko.email,U0002,2025-12-08T23:05:51Z,UPDATE,HR,GENERAL_USER,Denied
john.doe@atko.email,U0002,2025-12-08T23:05:51Z,UPDATE,Finance,HR_VIEW,Denied
