Email,User_ID,Access_Date,Action_Type,Role,Permission_Set,Effective_Access
user29@atko.email,U0037,2025-10-18T23:05:51Z,"LOGIN, WRITE","Employee, Auditor, Viewer","SECURITY_EXECUTE, SALES_VIEW",Permitted
user44@atko.email,U0052,2025-05-23T23:05:51Z,"UPDATE, APPROVE","HR, Security, Auditor","SECURITY_EXECUTE, GENERAL_USER",Permitted
user29@atko.email,U0037,2025-10-07T23:05:51Z,"UPDATE, EXECUTE","Viewer, Admin, Viewer","SYSTEM_ADMIN_ALL, READ_ONLY",Permitted
ivan@atko.email,U0006,2024-12-29T23:05:51Z,"CREATE NEW VENDOR, APPROVE","Finance, Finance, Finance","READ_ONLY, FIN_PROCESS_APPR",Denied
user1@atko.email,U0009,2025-12-05T23:05:51Z,"READ, CHECK_PERMS","Security, Viewer, Finance","FIN_VENDOR_CREATOR, FINANCE_EDIT",Denied
user31@atko.email,U0039,2025-06-29T23:05:51Z,"WRITE, LOGIN","Finance, Sales, Admin","SECURITY_EXECUTE, IT_MAINTAIN",Permitted
user43@atko.email,U0051,2025-10-06T23:05:51Z,"APPROVE, APPROVE","Admin, IT_Ops, Viewer","SYSTEM_ADMIN_ALL, FINANCE_EDIT",Denied
user7@atko.email,U0015,2025-09-28T23:05:51Z,"LOGOUT, CHECK_PERMS","IT_Ops, Security, IT_Ops","IT_MAINTAIN, FINANCE_EDIT",Permitted
user25@atko.email,U0033,2025-02-13T23:05:51Z,"LOGOUT, APPROVE","Auditor, Viewer, IT_Ops","IT_MAINTAIN, SALES_VIEW",Permitted
user23@atko.email,U0031,2025-03-03T23:05:51Z,"CHECK_PERMS, READ","Security, Employee, Employee","SALES_VIEW, FIN_VENDOR_CREATOR",Denied
user31@atko.email,U0039,2024-12-25T23:05:51Z,"READ, LOGIN","Employee, Auditor, IT_Ops","IT_MAINTAIN, FIN_VENDOR_CREATOR",Permitted
user18@atko.email,U0026,2025-07-03T23:05:51Z,"UPDATE, CHECK_PERMS","Admin, Auditor, Sales","READ_ONLY, READ_ONLY",Permitted
user11@atko.email,U0019,2025-11-27T23:05:51Z,"EXECUTE, APPROVE","Payment Processor, Admin, Security","SYSTEM_ADMIN_ALL, IT_MAINTAIN",Denied
user25@atko.email,U0033,2025-10-09T23:05:51Z,WRITE,Payment Processor,HR_VIEW,Denied
user33@atko.email,U0041,2025-06-02T23:05:51Z,"EXECUTE, READ","Admin, Admin, Auditor","SYSTEM_ADMIN_ALL, FINANCE_EDIT",Permitted
user19@atko.email,U0027,2025-04-04T23:05:51Z,CHECK_PERMS,Finance,SYSTEM_ADMIN_ALL,Permitted
user16@atko.email,U0024,2025-03-17T23:05:51Z,"LOGOUT, CHECK_PERMS","Employee, Employee, Sales","FIN_VENDOR_CREATOR, FIN_VENDOR_CREATOR",Permitted
user2@atko.email,U0010,2025-04-09T23:05:51Z,"CREATE NEW VENDOR, READ","Finance, Security, Sales","FIN_VENDOR_CREATOR, SALES_VIEW",Denied
user44@atko.email,U0052,2025-07-11T23:05:51Z,"LOGOUT, LOGIN","Sales, IT_Ops, Auditor","READ_ONLY, GENERAL_USER",Permitted
user15@atko.email,U0023,2025-07-10T23:05:51Z,"CREATE NEW VENDOR, LOGIN","Security, Employee, Sales","GENERAL_USER, READ_ONLY",Denied
user42@atko.email,U0050,2025-08-07T23:05:51Z,"EXECUTE, EXECUTE","Payment Processor, Payment Processor, IT_Ops","FINANCE_EDIT, GENERAL_USER",Denied
user26@atko.email,U0034,2025-03-02T23:05:51Z,"APPROVE, CHECK_PERMS","Finance, Employee, Sales","GENERAL_USER, HR_VIEW",Denied
user47@atko.email,U0055,2024-12-18T23:05:51Z,"WRITE, READ","Sales, Employee, IT_Ops","IT_MAINTAIN, READ_ONLY",Denied
user26@atko.email,U0034,2025-06-13T23:05:51Z,"EXECUTE, CREATE NEW VENDOR","Auditor, Admin, Finance","SYSTEM_ADMIN_ALL, SYSTEM_ADMIN_ALL",Permitted
user20@atko.email,U0028,2025-05-11T23:05:51Z,READ,IT_Ops,IT_MAINTAIN,Denied
user43@atko.email,U0051,2025-02-15T23:05:51Z,EXECUTE,Viewer,HR_VIEW,Denied
user3@atko.email,U0011,2025-03-07T23:05:51Z,"CHECK_PERMS, CREATE NEW VENDOR","Security, Finance, Auditor","IT_MAINTAIN, FIN_VENDOR_CREATOR",Permitted
user37@atko.email,U0045,2025-09-19T23:05:51Z,CHECK_PERMS,Sales,AUDIT_READ,Denied
user44@atko.email,U0052,2025-10-14T23:05:51Z,"DELETE, UPDATE","Auditor, Sales, Security","SECURITY_EXECUTE, FIN_VENDOR_CREATOR",Permitted
user49@atko.email,U0057,2025-07-19T23:05:51Z,"CREATE NEW VENDOR, CREATE NEW VENDOR","Payment Processor, Finance, Sales","IT_MAINTAIN, SECURITY_EXECUTE",Denied
user3@atko.email,U0011,2024-12-08T23:05:51Z,"CREATE NEW VENDOR, WRITE","Viewer, HR, IT_Ops","AUDIT_READ, FINANCE_EDIT",Denied
user2@atko.email,U0010,2025-06-05T23:05:51Z,"UPDATE, WRITE","Sales, HR, IT_Ops","SALES_VIEW, IT_MAINTAIN",Permitted
user1@atko.email,U0009,2024-12-12T23:05:51Z,"DELETE, APPROVE","Auditor, Sales, Sales","GENERAL_USER, AUDIT_READ",Permitted
user0@atko.email,U0008,2025-07-23T23:05:51Z,LOGIN,IT_Ops,IT_MAINTAIN,Permitted
user27@atko.email,U0035,2025-07-22T23:05:51Z,"LOGIN, DELETE","Finance, Security, IT_Ops","FINANCE_EDIT, FINANCE_EDIT",Denied
user22@atko.email,U0030,2025-06-02T23:05:51Z,"READ, LOGIN","Auditor, Payment Processor, Auditor","FIN_PROCESS_APPR, SECURITY_EXECUTE",Permitted
user26@atko.email,U0034,2025-01-19T23:05:51Z,"READ, DELETE","Finance, HR, Sales","AUDIT_READ, FIN_VENDOR_CREATOR",Permitted
samantha.driver@atko.email,U0004,2025-03-19T23:05:51Z,"LOGIN, READ","Security, HR, Payment Processor","FINANCE_EDIT, SALES_VIEW",Denied
samantha.driver@atko.email,U0004,2025-06-05T23:05:51Z,UPDATE,Employee,FIN_VENDOR_CREATOR,Denied
user30@atko.email,U0038,2025-01-12T23:05:51Z,"EXECUTE, WRITE","Payment Processor, IT_Ops, Viewer","SYSTEM_ADMIN_ALL, READ_ONLY",Denied
user26@atko.email,U0034,2025-06-22T23:05:51Z,"APPROVE, APPROVE","IT_Ops, Sales, Admin","SECURITY_EXECUTE, HR_VIEW",Denied
user43@atko.email,U0051,2025-11-14T23:05:51Z,"CHECK_PERMS, DELETE","Admin, Admin, Auditor","HR_VIEW, READ_ONLY",Permitted
user8@atko.email,U0016,2025-01-06T23:05:51Z,"EXECUTE, EXECUTE","HR, HR, Security","GENERAL_USER, AUDIT_READ",Denied
user31@atko.email,U0039,2025-03-30T23:05:51Z,LOGOUT,Finance,IT_MAINTAIN,Permitted
user21@atko.email,U0029,2025-07-28T23:05:51Z,"APPROVE, READ","Payment Processor, Sales, Employee","FIN_PROCESS_APPR, FIN_PROCESS_APPR",Denied
user39@atko.email,U0047,2024-12-26T23:05:51Z,"UPDATE, WRITE","Admin, Auditor, IT_Ops","HR_VIEW, FIN_PROCESS_APPR",Permitted
user43@atko.email,U0051,2025-03-24T23:05:51Z,"LOGOUT, APPROVE","Admin, Payment Processor, Sales","READ_ONLY, SALES_VIEW",Denied
user6@atko.email,U0014,2025-04-29T23:05:51Z,"LOGOUT, UPDATE","Sales, Payment Processor, Finance","READ_ONLY, FINANCE_EDIT",Permitted
max@atko.email,U0007,2025-08-13T23:05:51Z,"EXECUTE, CHECK_PERMS","Viewer, HR, Security","READ_ONLY, HR_VIEW",Denied
user40@atko.email,U0048,2025-11-27T23:05:51Z,LOGOUT,IT_Ops,IT_MAINTAIN,Permitted
user32@atko.email,U0040,2025-08-03T23:05:51Z,"CHECK_PERMS, CHECK_PERMS","Auditor, Sales, Sales","SALES_VIEW, READ_ONLY",Denied
creep.user@atko.email,U9999,2025-01-15T23:05:51Z,"APPROVE, CHECK_PERMS","Security, Employee, Employee","GENERAL_USER, SYSTEM_ADMIN_ALL",Denied
ashwin.ramnarayanan@okta.com,U0001,2025-03-11T23:05:51Z,"LOGIN, WRITE","HR, Security, Employee","SALES_VIEW, SALES_VIEW",Permitted
user24@atko.email,U0032,2025-07-14T23:05:51Z,"CREATE NEW VENDOR, LOGIN","HR, Employee, Admin","FIN_VENDOR_CREATOR, GENERAL_USER",Permitted
ivan@atko.email,U0006,2025-06-28T23:05:51Z,READ,Employee,AUDIT_READ,Permitted
user3@atko.email,U0011,2025-10-14T23:05:51Z,"DELETE, UPDATE","Payment Processor, Viewer, IT_Ops","SYSTEM_ADMIN_ALL, SECURITY_EXECUTE",Permitted
user10@atko.email,U0018,2025-04-24T23:05:51Z,"EXECUTE, EXECUTE","HR, IT_Ops, Security","FIN_VENDOR_CREATOR, GENERAL_USER",Permitted
user35@atko.email,U0043,2025-10-14T23:05:51Z,DELETE,Employee,FIN_PROCESS_APPR,Permitted
user48@atko.email,U0056,2025-06-07T23:05:51Z,"WRITE, WRITE","HR, IT_Ops, Sales","SALES_VIEW, GENERAL_USER",Permitted
timewarp@atko.email,U_TIME,2025-07-20T23:05:51Z,"EXECUTE, CHECK_PERMS","IT_Ops, Security, Employee","FIN_VENDOR_CREATOR, HR_VIEW",Permitted
user29@atko.email,U0037,2025-12-04T23:05:51Z,CREATE NEW VENDOR,Employee,SYSTEM_ADMIN_ALL,Permitted
user36@atko.email,U0044,2025-08-31T23:05:51Z,"CREATE NEW VENDOR, UPDATE","HR, Employee, Finance","FINANCE_EDIT, FIN_VENDOR_CREATOR",Denied
user15@atko.email,U0023,2025-02-13T23:05:51Z,"LOGIN, DELETE","Viewer, Admin, Admin","SALES_VIEW, AUDIT_READ",Denied
harms.rosa@atko.email,U0003,2025-08-20T23:05:51Z,"APPROVE, EXECUTE","Finance, HR, Viewer","HR_VIEW, FINANCE_EDIT",Permitted
ivan@atko.email,U0006,2025-05-11T23:05:51Z,APPROVE,Security,GENERAL_USER,Denied
harms.rosa@atko.email,U0003,2025-09-04T23:05:51Z,"UPDATE, LOGIN","Security, HR, Finance","AUDIT_READ, HR_VIEW",Permitted
john.doe@atko.email,U0002,2025-10-15T23:05:51Z,"CHECK_PERMS, UPDATE","Admin, Auditor, Sales","HR_VIEW, AUDIT_READ",Denied
user26@atko.email,U0034,2025-09-22T23:05:51Z,"DELETE, WRITE","Security, Auditor, Employee","HR_VIEW, GENERAL_USER",Denied
user37@atko.email,U0045,2025-09-13T23:05:51Z,"DELETE, READ","Sales, Finance, Sales","FINANCE_EDIT, FINANCE_EDIT",Denied
harms.rosa@atko.email,U0003,2025-09-02T23:05:51Z,"WRITE, APPROVE","HR, Admin, HR","SYSTEM_ADMIN_ALL, READ_ONLY",Permitted
user27@atko.email,U0035,2025-08-05T23:05:51Z,"APPROVE, LOGOUT","Sales, Viewer, Finance","SALES_VIEW, AUDIT_READ",Permitted
user30@atko.email,U0038,2025-11-12T23:05:51Z,"READ, APPROVE","Finance, Security, IT_Ops","AUDIT_READ, SECURITY_EXECUTE",Denied
user25@atko.email,U0033,2025-12-06T23:05:51Z,"WRITE, APPROVE","IT_Ops, Finance, Security","HR_VIEW, FIN_PROCESS_APPR",Permitted
user28@atko.email,U0036,2025-02-07T23:05:51Z,"LOGIN, CREATE NEW VENDOR","Finance, IT_Ops, Viewer","READ_ONLY, SYSTEM_ADMIN_ALL",Permitted
user34@atko.email,U0042,2025-09-07T23:05:51Z,"READ, APPROVE","Security, Viewer, Payment Processor","FINANCE_EDIT, IT_MAINTAIN",Permitted
user33@atko.email,U0041,2025-03-16T23:05:51Z,DELETE,Admin,IT_MAINTAIN,Denied
user9@atko.email,U0017,2025-11-30T23:05:51Z,"APPROVE, DELETE","Finance, Viewer, Viewer","IT_MAINTAIN, SALES_VIEW",Denied
user37@atko.email,U0045,2024-12-16T23:05:51Z,"WRITE, WRITE","Employee, Auditor, HR","GENERAL_USER, FINANCE_EDIT",Denied
user24@atko.email,U0032,2025-05-01T23:05:51Z,LOGOUT,Sales,GENERAL_USER,Permitted
kobe.doe@atko.email,U0005,2025-07-04T23:05:51Z,"WRITE, WRITE","Employee, Finance, IT_Ops","GENERAL_USER, GENERAL_USER",Permitted
user18@atko.email,U0026,2025-01-18T23:05:51Z,CHECK_PERMS,HR,SECURITY_EXECUTE,Permitted
user28@atko.email,U0036,2025-10-05T23:05:51Z,"UPDATE, LOGOUT","HR, IT_Ops, Admin","AUDIT_READ, SALES_VIEW",Denied
user13@atko.email,U0021,2025-06-03T23:05:51Z,UPDATE,Finance,FIN_PROCESS_APPR,Denied
user12@atko.email,U0020,2025-05-04T23:05:51Z,LOGIN,Auditor,IT_MAINTAIN,Permitted
creep.user@atko.email,U9999,2025-10-13T23:05:51Z,"CHECK_PERMS, DELETE","Admin, Auditor, Sales","GENERAL_USER, GENERAL_USER",Denied
user2@atko.email,U0010,2025-08-01T23:05:51Z,"EXECUTE, UPDATE","Employee, IT_Ops, HR","IT_MAINTAIN, SECURITY_EXECUTE",Denied
user22@atko.email,U0030,2025-02-13T23:05:51Z,"UPDATE, WRITE","Admin, HR, Employee","SECURITY_EXECUTE, SECURITY_EXECUTE",Denied
user6@atko.email,U0014,2025-04-18T23:05:51Z,"LOGIN, CHECK_PERMS","Finance, Auditor, Employee","SECURITY_EXECUTE, FIN_VENDOR_CREATOR",Denied
user30@atko.email,U0038,2025-03-28T23:05:51Z,"CHECK_PERMS, WRITE","Sales, Admin, Employee","SECURITY_EXECUTE, SYSTEM_ADMIN_ALL",Denied
user18@atko.email,U0026,2025-11-18T23:05:51Z,"READ, DELETE","Sales, Sales, HR","IT_MAINTAIN, IT_MAINTAIN",Permitted
timewarp@atko.email,U_TIME,2025-01-14T23:05:51Z,"LOGOUT, EXECUTE","Admin, Admin, Payment Processor","IT_MAINTAIN, IT_MAINTAIN",Denied
user16@atko.email,U0024,2025-01-24T23:05:51Z,"EXECUTE, LOGOUT","Viewer, IT_Ops, Payment Processor","FIN_PROCESS_APPR, AUDIT_READ",Denied
user20@atko.email,U0028,2025-09-02T23:05:51Z,"UPDATE, UPDATE","Auditor, Employee, Payment Processor","SYSTEM_ADMIN_ALL, SYSTEM_ADMIN_ALL",Denied
user33@atko.email,U0041,2025-02-23T23:05:51Z,"EXECUTE, LOGOUT","Employee, Admin, Finance","SYSTEM_ADMIN_ALL, GENERAL_USER",Permitted
user40@atko.email,U0048,2025-06-13T23:05:51Z,LOGOUT,Finance,FINANCE_EDIT,Denied
user21@atko.email,U0029,2025-09-10T23:05:51Z,"APPROVE, CREATE NEW VENDOR","Sales, Employee, IT_Ops","SALES_VIEW, AUDIT_READ",Denied
user21@atko.email,U0029,2025-03-12T23:05:51Z,"DELETE, LOGOUT","Sales, Payment Processor, HR","AUDIT_READ, FINANCE_EDIT",Denied
user42@atko.email,U0050,2025-07-07T23:05:51Z,"CHECK_PERMS, EXECUTE","Viewer, Sales, Admin","READ_ONLY, HR_VIEW",Denied
user30@atko.email,U0038,2025-08-17T23:05:51Z,"LOGOUT, READ","HR, Sales, Auditor","SECURITY_EXECUTE, AUDIT_READ",Denied
user48@atko.email,U0056,2024-12-11T23:05:51Z,EXECUTE,Payment Processor,SYSTEM_ADMIN_ALL,Permitted
user35@atko.email,U0043,2025-03-11T23:05:51Z,"LOGIN, APPROVE","Sales, Sales, Payment Processor","FINANCE_EDIT, SALES_VIEW",Permitted
ashwin.ramnarayanan@okta.com,U0001,2025-07-26T23:05:51Z,"WRITE, CREATE NEW VENDOR","HR, Sales, IT_Ops","IT_MAINTAIN, GENERAL_USER",Denied
user47@atko.email,U0055,2025-08-28T23:05:51Z,"LOGIN, APPROVE","Viewer, Auditor, IT_Ops","HR_VIEW, SALES_VIEW",Denied
user19@atko.email,U0027,2025-01-03T23:05:51Z,"LOGOUT, LOGIN","Admin, Finance, Finance","GENERAL_USER, GENERAL_USER",Permitted
user45@atko.email,U0053,2025-03-30T23:05:51Z,"UPDATE, UPDATE","Sales, Auditor, Security","GENERAL_USER, HR_VIEW",Denied
user20@atko.email,U0028,2025-07-10T23:05:51Z,"WRITE, LOGOUT","Payment Processor, Auditor, Admin","SALES_VIEW, READ_ONLY",Denied
user46@atko.email,U0054,2025-04-28T23:05:51Z,"READ, APPROVE","Payment Processor, HR, IT_Ops","FIN_VENDOR_CREATOR, FIN_PROCESS_APPR",Denied
user29@atko.email,U0037,2024-12-17T23:05:51Z,"CHECK_PERMS, DELETE","Employee, Payment Processor, Auditor","FIN_VENDOR_CREATOR, SYSTEM_ADMIN_ALL",Denied
user28@atko.email,U0036,2025-11-16T23:05:51Z,"LOGOUT, CREATE NEW VENDOR","IT_Ops, Admin, Finance","READ_ONLY, AUDIT_READ",Permitted
user31@atko.email,U0039,2025-05-05T23:05:51Z,"READ, EXECUTE","Admin, IT_Ops, HR","SALES_VIEW, SALES_VIEW",Permitted
user4@atko.email,U0012,2025-08-23T23:05:51Z,"CREATE NEW VENDOR, LOGOUT","Security, Auditor, Security","FIN_VENDOR_CREATOR, FIN_PROCESS_APPR",Denied
user13@atko.email,U0021,2025-10-03T23:05:51Z,"DELETE, READ","HR, Employee, HR","SECURITY_EXECUTE, FIN_VENDOR_CREATOR",Denied
user0@atko.email,U0008,2024-12-28T23:05:51Z,"APPROVE, DELETE","Viewer, Viewer, Auditor","HR_VIEW, FIN_PROCESS_APPR",Permitted
user45@atko.email,U0053,2025-10-02T23:05:51Z,UPDATE,Auditor,AUDIT_READ,Denied
user17@atko.email,U0025,2025-03-17T23:05:51Z,"WRITE, UPDATE","HR, Sales, IT_Ops","GENERAL_USER, READ_ONLY",Permitted
user24@atko.email,U0032,2025-08-25T23:05:51Z,"DELETE, READ","Security, Auditor, Sales","IT_MAINTAIN, SALES_VIEW",Permitted
user44@atko.email,U0052,2025-02-14T23:05:51Z,UPDATE,Sales,READ_ONLY,Permitted
user35@atko.email,U0043,2025-10-03T23:05:51Z,"DELETE, LOGOUT","Auditor, Viewer, Payment Processor","FINANCE_EDIT, FIN_PROCESS_APPR",Denied
user21@atko.email,U0029,2024-12-19T23:05:51Z,UPDATE,HR,SYSTEM_ADMIN_ALL,Permitted
user45@atko.email,U0053,2025-06-30T23:05:51Z,"APPROVE, UPDATE","Viewer, Auditor, Sales","SECURITY_EXECUTE, FIN_VENDOR_CREATOR",Denied
user47@atko.email,U0055,2025-06-28T23:05:51Z,"EXECUTE, LOGIN","HR, HR, Payment Processor","GENERAL_USER, IT_MAINTAIN",Permitted
user49@atko.email,U0057,2025-11-10T23:05:51Z,WRITE,Sales,SECURITY_EXECUTE,Denied
user37@atko.email,U0045,2025-07-16T23:05:51Z,"APPROVE, DELETE","Security, Admin, IT_Ops","FINANCE_EDIT, FINANCE_EDIT",Permitted
user37@atko.email,U0045,2025-09-27T23:05:51Z,"LOGIN, LOGOUT","Finance, Admin, Admin","FIN_PROCESS_APPR, HR_VIEW",Permitted
user34@atko.email,U0042,2025-10-31T23:05:51Z,"LOGIN, EXECUTE","IT_Ops, Sales, IT_Ops","AUDIT_READ, FIN_VENDOR_CREATOR",Denied
