Email,User_ID,Access_Date,Action_Type,Role,Permission_Set,Effective_Access
user7@atko.email,U0015,2025-05-11T23:05:51Z,LOGIN,Auditor,HR_VIEW,Permitted
user1@atko.email,U0009,2025-08-27T23:05:51Z,WRITE,Viewer,SYSTEM_ADMIN_ALL,Denied
user6@atko.email,U0014,2025-07-15T23:05:51Z,CHECK_PERMS,Sales,READ_ONLY,Denied
user32@atko.email,U0040,2025-07-14T23:05:51Z,UPDATE,Finance,IT_MAINTAIN,Permitted
user39@atko.email,U0047,2025-03-18T23:05:51Z,WRITE,Viewer,FIN_VENDOR_CREATOR,Denied
user43@atko.email,U0051,2025-11-03T23:05:51Z,WRITE,Security,SECURITY_EXECUTE,Permitted
user10@atko.email,U0018,2025-02-15T23:05:51Z,DELETE,Security,FIN_VENDOR_CREATOR,Permitted
user7@atko.email,U0015,2025-05-10T23:05:51Z,WRITE,IT_Ops,GENERAL_USER,Permitted
user12@atko.email,U0020,2025-02-28T23:05:51Z,WRITE,Payment Processor,AUDIT_READ,Denied
user8@atko.email,U0016,2025-06-29T23:05:51Z,DELETE,Employee,GENERAL_USER,Permitted
user4@atko.email,U0012,2025-01-20T23:05:51Z,APPROVE,Sales,SECURITY_EXECUTE,Permitted
samantha.driver@atko.email,U0004,2025-11-12T23:05:51Z,UPDATE,Payment Processor,SECURITY_EXECUTE,Permitted
user34@atko.email,U0042,2025-10-08T23:05:51Z,READ,Viewer,FINANCE_EDIT,Permitted
ashwin.ramnarayanan@okta.com,U0001,2025-08-03T23:05:51Z,CREATE NEW VENDOR,Admin,AUDIT_READ,Denied
user21@atko.email,U0029,2025-09-25T23:05:51Z,EXECUTE,IT_Ops,AUDIT_READ,Permitted
user4@atko.email,U0012,2025-09-27T23:05:51Z,LOGIN,Viewer,HR_VIEW,Denied
samantha.driver@atko.email,U0004,12/16/2024,DELETE,Security,FIN_VENDOR_CREATOR,Permitted
user3@atko.email,U0011,2025-11-01T23:05:51Z,CREATE NEW VENDOR,HR,SALES_VIEW,Denied
user4@atko.email,U0012,2025-03-12T23:05:51Z,APPROVE,HR,HR_VIEW,Permitted
user14@atko.email,U0022,2025-02-04T23:05:51Z,DELETE,IT_Ops,AUDIT_READ,Permitted
user9@atko.email,U0017,10/01/2025,LOGOUT,Payment Processor,FIN_PROCESS_APPR,Permitted
user31@atko.email,U0039,2025-01-26T23:05:51Z,READ,IT_Ops,IT_MAINTAIN,Denied
user9@atko.email,USER_A,2025-08-07T23:05:51Z,LOGIN,Auditor,GENERAL_USER,Denied
user49@atko.email,U0057,2024-12-14T23:05:51Z,CHECK_PERMS,IT_Ops,READ_ONLY,Permitted
user10@atko.email,U0018,2025-09-28T23:05:51Z,LOGIN,IT_Ops,SYSTEM_ADMIN_ALL,Permitted
user16@atko.email,U0024,2025-08-10T23:05:51Z,APPROVE,Security,IT_MAINTAIN,Denied
user22@atko.email,U0030,2025-10-28T23:05:51Z,UPDATE,Viewer,SALES_VIEW,Denied
user3@atko.email,U0011,2025-08-13T23:05:51Z,APPROVE,Admin,GENERAL_USER,Denied
user15@atko.email,U0023,2025-08-16T23:05:51Z,READ,Security,FIN_VENDOR_CREATOR,Permitted
user19@atko.email,USER_A,2025-04-06T23:05:51Z,LOGOUT,Sales,SALES_VIEW,Permitted
max@atko.email,U0007,2025-08-16T23:05:51Z,CREATE NEW VENDOR,Payment Processor,GENERAL_USER,Denied
user13@atko.email,U0021,10/14/2025,LOGOUT,Security,SECURITY_EXECUTE,Permitted
user8@atko.email,U0016,07/09/2025,READ,IT_Ops,FINANCE_EDIT,Permitted
user37@atko.email,U0045,2025-05-22T23:05:51Z,UPDATE,Employee,FIN_PROCESS_APPR,Permitted
user2@atko.email,U0010,2025-12-07T23:05:51Z,APPROVE,Sales,READ_ONLY,Denied
user42@atko.email,U0050,2025-09-10T23:05:51Z,LOGIN,Employee,IT_MAINTAIN,Denied
user2@atko.email,U0010,2025-06-05T23:05:51Z,READ,Finance,IT_MAINTAIN,Permitted
user29@atko.email,U0037,2025-03-13T23:05:51Z,CHECK_PERMS,Auditor,FINANCE_EDIT,Denied
user9@atko.email,U0017,2025-07-10T23:05:51Z,UPDATE,Finance,IT_MAINTAIN,Permitted
user7@atko.email,U0015,2025-06-15T23:05:51Z,LOGOUT,Employee,HR_VIEW,Denied
user39@atko.email,USER_A,2024-12-26T23:05:51Z,UPDATE,HR,SECURITY_EXECUTE,Permitted
user46@atko.email,U0054,2024-12-24T23:05:51Z,DELETE,Security,READ_ONLY,Permitted
user20@atko.email,U0028,2025-07-26T23:05:51Z,WRITE,IT_Ops,IT_MAINTAIN,Denied
user41@atko.email,U0049,2024-12-31T23:05:51Z,UPDATE,Security,HR_VIEW,Denied
user22@atko.email,U0030,2025-02-08T23:05:51Z,DELETE,Admin,GENERAL_USER,Denied
user39@atko.email,U0047,2025-08-01T23:05:51Z,EXECUTE,Payment Processor,SALES_VIEW,Denied
user32@atko.email,U0040,2025-07-26T23:05:51Z,LOGIN,Finance,GENERAL_USER,Permitted
creep.user@atko.email,U9999,2025-10-03T23:05:51Z,UPDATE,Payment Processor,FINANCE_EDIT,Permitted
samantha.driver@atko.email,U0004,2025-01-21T23:05:51Z,DELETE,Payment Processor,SALES_VIEW,Permitted
user0@atko.email,U0008,2025-08-21T23:05:51Z,CHECK_PERMS,HR,SALES_VIEW,Permitted
user43@atko.email,U0051,12/26/2024,UPDATE,Payment Processor,IT_MAINTAIN,Denied
user32@atko.email,U0040,2025-03-13T23:05:51Z,WRITE,Security,FINANCE_EDIT,Permitted
user20@atko.email,U0028,2025-01-15T23:05:51Z,EXECUTE,Security,SALES_VIEW,Denied
user14@atko.email,U0022,2025-11-08T23:05:51Z,LOGIN,Viewer,IT_MAINTAIN,Denied
samantha.driver@atko.email,U0004,2025-02-09T23:05:51Z,CREATE NEW VENDOR,IT_Ops,SYSTEM_ADMIN_ALL,Permitted
user13@atko.email,U0021,2025-10-23T23:05:51Z,UPDATE,HR,AUDIT_READ,Permitted
user16@atko.email,U0024,01/01/2025,WRITE,IT_Ops,HR_VIEW,Denied
user26@atko.email,U0034,2025-05-07T23:05:51Z,UPDATE,HR,FINANCE_EDIT,Denied
user19@atko.email,U0027,2025-02-17T23:05:51Z,LOGIN,HR,FIN_VENDOR_CREATOR,Permitted
user8@atko.email,U0016,12/24/2024,LOGIN,Security,FIN_VENDOR_CREATOR,Permitted
user11@atko.email,U0019,2025-10-13T23:05:51Z,LOGOUT,Admin,HR_VIEW,Denied
user28@atko.email,U0036,2025-05-12T23:05:51Z,CREATE NEW VENDOR,Admin,IT_MAINTAIN,Denied
user20@atko.email,U0028,10/28/2025,APPROVE,Admin,FIN_PROCESS_APPR,Permitted
user22@atko.email,U0030,2025-04-11T23:05:51Z,CREATE NEW VENDOR,Payment Processor,READ_ONLY,Permitted
creep.user@atko.email,U9999,2024-12-28T23:05:51Z,APPROVE,Security,FIN_PROCESS_APPR,Denied
user42@atko.email,U0050,2025-02-09T23:05:51Z,CHECK_PERMS,Sales,FIN_VENDOR_CREATOR,Denied
user28@atko.email,U0036,2025-11-20T23:05:51Z,CREATE NEW VENDOR,Employee,FIN_PROCESS_APPR,Denied
user33@atko.email,U0041,2025-06-18T23:05:51Z,READ,Admin,AUDIT_READ,Permitted
user39@atko.email,U0047,2024-12-16T23:05:51Z,WRITE,Employee,FIN_VENDOR_CREATOR,Denied
user16@atko.email,U0024,2025-07-18T23:05:51Z,UPDATE,Finance,FINANCE_EDIT,Permitted
user30@atko.email,U0038,2025-04-01T23:05:51Z,LOGOUT,Auditor,SECURITY_EXECUTE,Denied
user25@atko.email,U0033,2025-09-29T23:05:51Z,UPDATE,Viewer,READ_ONLY,Permitted
user48@atko.email,U0056,2025-04-02T23:05:51Z,WRITE,Security,FIN_PROCESS_APPR,Permitted
user29@atko.email,U0037,2024-12-11T23:05:51Z,EXECUTE,Payment Processor,IT_MAINTAIN,Permitted
user8@atko.email,U0016,2025-02-22T23:05:51Z,CREATE NEW VENDOR,Payment Processor,IT_MAINTAIN,Denied
user48@atko.email,U0056,08/30/2025,LOGOUT,Auditor,READ_ONLY,Permitted
kobe.doe@atko.email,U0005,2025-11-05T23:05:51Z,CHECK_PERMS,Employee,FINANCE_EDIT,Denied
user40@atko.email,U0048,2025-03-22T23:05:51Z,WRITE,Admin,AUDIT_READ,Denied
user9@atko.email,U0017,2025-07-31T23:05:51Z,WRITE,Employee,GENERAL_USER,Permitted
creep.user@atko.email,U9999,2025-02-01T23:05:51Z,WRITE,Admin,READ_ONLY,Denied
user30@atko.email,U0038,01/19/2025,LOGIN,Security,HR_VIEW,Denied
user37@atko.email,U0045,01/01/2025,LOGOUT,Security,SALES_VIEW,Denied
creep.user@atko.email,U9999,2025-06-06T23:05:51Z,DELETE,IT_Ops,SECURITY_EXECUTE,Permitted
user1@atko.email,U0009,2025-04-05T23:05:51Z,LOGOUT,Admin,SECURITY_EXECUTE,Permitted
user35@atko.email,U0043,2025-10-11T23:05:51Z,CREATE NEW VENDOR,HR,GENERAL_USER,Denied
user37@atko.email,U0045,2025-05-15T23:05:51Z,UPDATE,Finance,READ_ONLY,Denied
user7@atko.email,U0015,2025-04-09T23:05:51Z,WRITE,Viewer,FINANCE_EDIT,Permitted
user17@atko.email,U0025,08/10/2025,CHECK_PERMS,Auditor,SYSTEM_ADMIN_ALL,Denied
creep.user@atko.email,U9999,2024-12-19T23:05:51Z,APPROVE,Admin,HR_VIEW,Permitted
harms.rosa@atko.email,U0003,2025-07-19T23:05:51Z,UPDATE,Payment Processor,FIN_PROCESS_APPR,Permitted
user16@atko.email,U0024,2025-05-31T23:05:51Z,UPDATE,Viewer,IT_MAINTAIN,Denied
user1@atko.email,U0009,2025-06-27T23:05:51Z,EXECUTE,HR,FINANCE_EDIT,Permitted
user21@atko.email,U0029,2025-04-20T23:05:51Z,WRITE,Sales,HR_VIEW,Permitted
user43@atko.email,U0051,2025-05-27T23:05:51Z,UPDATE,IT_Ops,READ_ONLY,Permitted
user33@atko.email,U0041,2025-02-12T23:05:51Z,DELETE,IT_Ops,FIN_PROCESS_APPR,Permitted
user49@atko.email,U0057,2024-12-22T23:05:51Z,READ,IT_Ops,SECURITY_EXECUTE,Permitted
user8@atko.email,U0016,2025-04-26T23:05:51Z,CHECK_PERMS,Sales,GENERAL_USER,Permitted
user23@atko.email,U0031,2024-12-20T23:05:51Z,CHECK_PERMS,Sales,AUDIT_READ,Denied
creep.user@atko.email,U9999,2024-12-25T23:05:51Z,DELETE,Auditor,SALES_VIEW,Denied
user24@atko.email,U0032,2025-02-13T23:05:51Z,DELETE,Payment Processor,IT_MAINTAIN,Permitted
user36@atko.email,U0044,2025-02-06T23:05:51Z,APPROVE,Employee,READ_ONLY,Permitted
user28@atko.email,USER_A,2025-01-05T23:05:51Z,WRITE,Admin,FINANCE_EDIT,Permitted
user15@atko.email,U0023,2025-10-10T23:05:51Z,CHECK_PERMS,Security,READ_ONLY,Permitted
kobe.doe@atko.email,U0005,2025-04-15T23:05:51Z,EXECUTE,Finance,FIN_PROCESS_APPR,Permitted
max@atko.email,U0007,2025-08-03T23:05:51Z,UPDATE,Admin,SALES_VIEW,Permitted
user49@atko.email,U0057,2025-10-28T23:05:51Z,LOGIN,Security,READ_ONLY,Denied
user43@atko.email,USER_A,2025-01-26T23:05:51Z,APPROVE,Viewer,READ_ONLY,Permitted
user15@atko.email,U0023,2025-11-29T23:05:51Z,READ,Employee,IT_MAINTAIN,Denied
user14@atko.email,U0022,2025-01-01T23:05:51Z,CREATE NEW VENDOR,Security,SECURITY_EXECUTE,Permitted
ashwin.ramnarayanan@okta.com,U0001,2024-12-08T23:05:51Z,WRITE,Employee,SECURITY_EXECUTE,Denied
kobe.doe@atko.email,U0005,2025-08-23T23:05:51Z,WRITE,Auditor,AUDIT_READ,Denied
harms.rosa@atko.email,U0003,2025-09-13T23:05:51Z,LOGIN,Payment Processor,SALES_VIEW,Denied
user40@atko.email,U0048,06/23/2025,EXECUTE,Employee,FIN_VENDOR_CREATOR,Permitted
user42@atko.email,U0050,07/25/2025,LOGIN,Admin,SALES_VIEW,Denied
user11@atko.email,U0019,2025-06-15T23:05:51Z,DELETE,HR,FIN_VENDOR_CREATOR,Denied
user3@atko.email,U0011,02/21/2025,APPROVE,Security,FIN_VENDOR_CREATOR,Permitted
user18@atko.email,U0026,2025-06-01T23:05:51Z,EXECUTE,HR,IT_MAINTAIN,Denied
user25@atko.email,U0033,2024-12-21T23:05:51Z,LOGOUT,Security,IT_MAINTAIN,Denied
user7@atko.email,U0015,2025-03-17T23:05:51Z,READ,Employee,READ_ONLY,Permitted
user1@atko.email,U0009,2024-12-16T23:05:51Z,APPROVE,Employee,SYSTEM_ADMIN_ALL,Permitted
user5@atko.email,U0013,2025-10-12T23:05:51Z,LOGIN,IT_Ops,IT_MAINTAIN,Permitted
user3@atko.email,USER_A,2025-08-30T23:05:51Z,CREATE NEW VENDOR,Security,AUDIT_READ,Denied
user8@atko.email,U0016,04/05/2025,EXECUTE,Auditor,SALES_VIEW,Permitted
user47@atko.email,USER_A,2025-03-21T23:05:51Z,APPROVE,Payment Processor,FINANCE_EDIT,Denied
user32@atko.email,U0040,2025-08-18T23:05:51Z,CHECK_PERMS,Viewer,GENERAL_USER,Denied
user42@atko.email,U0050,2025-06-28T23:05:51Z,UPDATE,Finance,HR_VIEW,Denied
user24@atko.email,U0032,2025-10-28T23:05:51Z,DELETE,Security,SALES_VIEW,Permitted
user21@atko.email,USER_A,12/15/2024,EXECUTE,Viewer,SECURITY_EXECUTE,Permitted
user42@atko.email,U0050,2025-08-07T23:05:51Z,DELETE,IT_Ops,AUDIT_READ,Denied
user47@atko.email,U0055,2025-04-07T23:05:51Z,DELETE,Finance,HR_VIEW,Permitted
user14@atko.email,U0022,2025-05-23T23:05:51Z,UPDATE,Payment Processor,HR_VIEW,Denied
user4@atko.email,U0012,2025-09-16T23:05:51Z,READ,IT_Ops,SALES_VIEW,Denied
user22@atko.email,U0030,2025-11-30T23:05:51Z,EXECUTE,Viewer,GENERAL_USER,Denied
user2@atko.email,U0010,2025-08-25T23:05:51Z,EXECUTE,Admin,IT_MAINTAIN,Permitted
ashwin.ramnarayanan@okta.com,U0001,2025-05-23T23:05:51Z,LOGIN,Admin,SYSTEM_ADMIN_ALL,Permitted
user6@atko.email,USER_A,2025-01-26T23:05:51Z,UPDATE,Auditor,FINANCE_EDIT,Permitted
user9@atko.email,U0017,2025-04-25T23:05:51Z,WRITE,HR,FIN_VENDOR_CREATOR,Denied
user4@atko.email,U0012,2025-03-21T23:05:51Z,LOGIN,Sales,FIN_PROCESS_APPR,Denied
user3@atko.email,U0011,2025-11-15T23:05:51Z,READ,Finance,AUDIT_READ,Permitted
user22@atko.email,U0030,2025-05-26T23:05:51Z,DELETE,Finance,HR_VIEW,Denied
samantha.driver@atko.email,USER_A,2025-05-21T23:05:51Z,EXECUTE,Sales,HR_VIEW,Permitted
user37@atko.email,USER_A,2024-12-29T23:05:51Z,EXECUTE,IT_Ops,AUDIT_READ,Denied
kobe.doe@atko.email,U0005,2025-09-23T23:05:51Z,WRITE,Viewer,FIN_VENDOR_CREATOR,Permitted
user13@atko.email,U0021,2025-08-10T23:05:51Z,LOGOUT,Viewer,IT_MAINTAIN,Permitted
user34@atko.email,U0042,2025-11-16T23:05:51Z,WRITE,Employee,IT_MAINTAIN,Permitted
user17@atko.email,USER_A,2025-03-12T23:05:51Z,CHECK_PERMS,Viewer,SALES_VIEW,Denied
user17@atko.email,U0025,2025-05-14T23:05:51Z,APPROVE,HR,GENERAL_USER,Permitted
samantha.driver@atko.email,U0004,2025-03-23T23:05:51Z,WRITE,Auditor,FIN_PROCESS_APPR,Permitted
user33@atko.email,U0041,2025-07-23T23:05:51Z,UPDATE,Employee,SECURITY_EXECUTE,Denied
user38@atko.email,U0046,2025-06-02T23:05:51Z,DELETE,Finance,FINANCE_EDIT,Denied
user11@atko.email,U0019,2025-08-02T23:05:51Z,WRITE,Sales,HR_VIEW,Permitted
user16@atko.email,U0024,2025-09-02T23:05:51Z,CHECK_PERMS,Finance,FIN_PROCESS_APPR,Denied
user45@atko.email,U0053,2025-09-08T23:05:51Z,EXECUTE,IT_Ops,SECURITY_EXECUTE,Permitted
samantha.driver@atko.email,U0004,2025-02-26T23:05:51Z,APPROVE,Employee,GENERAL_USER,Permitted
user36@atko.email,U0044,2025-04-18T23:05:51Z,UPDATE,IT_Ops,SYSTEM_ADMIN_ALL,Permitted
user44@atko.email,USER_A,2025-03-08T23:05:51Z,CREATE NEW VENDOR,Security,AUDIT_READ,Denied
user15@atko.email,U0023,2025-12-01T23:05:51Z,WRITE,Sales,IT_MAINTAIN,Denied
user13@atko.email,U0021,2025-06-03T23:05:51Z,LOGOUT,Security,AUDIT_READ,Permitted
user26@atko.email,U0034,2025-01-30T23:05:51Z,WRITE,IT_Ops,FINANCE_EDIT,Permitted
user15@atko.email,U0023,2024-12-16T23:05:51Z,APPROVE,Employee,SYSTEM_ADMIN_ALL,Denied
user11@atko.email,U0019,2025-11-01T23:05:51Z,APPROVE,Employee,READ_ONLY,Denied
user43@atko.email,U0051,2025-06-30T23:05:51Z,UPDATE,Employee,IT_MAINTAIN,Permitted
user21@atko.email,U0029,2025-10-29T23:05:51Z,DELETE,HR,READ_ONLY,Permitted
samantha.driver@atko.email,U0004,2025-01-11T23:05:51Z,CHECK_PERMS,HR,SECURITY_EXECUTE,Denied
user9@atko.email,U0017,2025-02-23T23:05:51Z,CHECK_PERMS,Auditor,SALES_VIEW,Denied
user19@atko.email,U0027,05/17/2025,UPDATE,Viewer,SYSTEM_ADMIN_ALL,Permitted
user13@atko.email,U0021,2025-07-16T23:05:51Z,DELETE,Employee,GENERAL_USER,Denied
creep.user@atko.email,U9999,2025-08-13T23:05:51Z,LOGIN,Auditor,GENERAL_USER,Denied
user25@atko.email,U0033,2025-04-25T23:05:51Z,LOGIN,Finance,SALES_VIEW,Permitted
user31@atko.email,U0039,2025-07-17T23:05:51Z,UPDATE,Security,AUDIT_READ,Permitted
harms.rosa@atko.email,USER_A,2025-08-26T23:05:51Z,CHECK_PERMS,Viewer,IT_MAINTAIN,Permitted
user26@atko.email,U0034,2025-08-12T23:05:51Z,EXECUTE,Admin,GENERAL_USER,Denied
user35@atko.email,U0043,05/17/2025,EXECUTE,Employee,FIN_VENDOR_CREATOR,Denied
user5@atko.email,U0013,2025-03-09T23:05:51Z,WRITE,Security,AUDIT_READ,Permitted
ashwin.ramnarayanan@okta.com,U0001,2025-02-28T23:05:51Z,READ,Employee,SYSTEM_ADMIN_ALL,Denied
user23@atko.email,U0031,2025-11-13T23:05:51Z,DELETE,HR,FIN_PROCESS_APPR,Denied
user14@atko.email,U0022,2025-03-23T23:05:51Z,WRITE,Viewer,AUDIT_READ,Permitted
user8@atko.email,U0016,2025-05-20T23:05:51Z,CREATE NEW VENDOR,Employee,FINANCE_EDIT,Denied
user27@atko.email,U0035,2025-12-02T23:05:51Z,APPROVE,Sales,AUDIT_READ,Denied
user7@atko.email,U0015,2025-03-28T23:05:51Z,EXECUTE,IT_Ops,GENERAL_USER,Denied
user12@atko.email,USER_A,2025-11-27T23:05:51Z,UPDATE,Sales,GENERAL_USER,Denied
user34@atko.email,U0042,12/12/2024,WRITE,Viewer,SYSTEM_ADMIN_ALL,Denied
harms.rosa@atko.email,U0003,2025-07-17T23:05:51Z,APPROVE,Security,IT_MAINTAIN,Permitted
user25@atko.email,U0033,2025-03-17T23:05:51Z,CHECK_PERMS,Security,AUDIT_READ,Permitted
user29@atko.email,U0037,2025-08-22T23:05:51Z,LOGIN,Employee,AUDIT_READ,Permitted
ashwin.ramnarayanan@okta.com,U0001,2025-01-07T23:05:51Z,EXECUTE,Viewer,SALES_VIEW,Denied
user36@atko.email,U0044,2025-11-02T23:05:51Z,LOGIN,HR,HR_VIEW,Permitted
user42@atko.email,U0050,2025-07-17T23:05:51Z,CHECK_PERMS,Finance,HR_VIEW,Denied
user16@atko.email,U0024,2025-11-23T23:05:51Z,WRITE,Auditor,HR_VIEW,Denied
user16@atko.email,U0024,02/21/2025,WRITE,Finance,AUDIT_READ,Permitted
harms.rosa@atko.email,U0003,2025-11-01T23:05:51Z,LOGIN,Security,IT_MAINTAIN,Permitted
user18@atko.email,U0026,2025-02-26T23:05:51Z,LOGOUT,Employee,HR_VIEW,Permitted
samantha.driver@atko.email,U0004,2024-12-11T23:05:51Z,CHECK_PERMS,Finance,FIN_PROCESS_APPR,Denied
user20@atko.email,U0028,2024-12-15T23:05:51Z,DELETE,Admin,SYSTEM_ADMIN_ALL,Denied
user18@atko.email,U0026,2025-01-09T23:05:51Z,CHECK_PERMS,Employee,FIN_PROCESS_APPR,Permitted
user45@atko.email,U0053,2025-09-08T23:05:51Z,WRITE,IT_Ops,FINANCE_EDIT,Permitted
user1@atko.email,U0009,2025-01-15T23:05:51Z,WRITE,IT_Ops,FIN_PROCESS_APPR,Denied
user31@atko.email,U0039,2025-10-17T23:05:51Z,CHECK_PERMS,Sales,GENERAL_USER,Denied
user33@atko.email,U0041,2025-03-19T23:05:51Z,DELETE,Auditor,FINANCE_EDIT,Denied
user5@atko.email,U0013,2025-05-04T23:05:51Z,READ,Admin,FIN_VENDOR_CREATOR,Permitted
user1@atko.email,U0009,2025-04-05T23:05:51Z,UPDATE,HR,SECURITY_EXECUTE,Permitted
user13@atko.email,U0021,2025-08-02T23:05:51Z,WRITE,Sales,AUDIT_READ,Permitted
samantha.driver@atko.email,U0004,2025-01-08T23:05:51Z,EXECUTE,Viewer,SECURITY_EXECUTE,Permitted
user23@atko.email,U0031,2025-11-02T23:05:51Z,CHECK_PERMS,Finance,IT_MAINTAIN,Permitted
user4@atko.email,U0012,2025-01-14T23:05:51Z,READ,IT_Ops,READ_ONLY,Permitted
user32@atko.email,U0040,2025-02-20T23:05:51Z,CHECK_PERMS,HR,FIN_PROCESS_APPR,Permitted
user34@atko.email,U0042,2025-01-09T23:05:51Z,APPROVE,Viewer,FIN_PROCESS_APPR,Denied
user49@atko.email,U0057,2025-06-18T23:05:51Z,LOGIN,IT_Ops,HR_VIEW,Permitted
ivan@atko.email,U0006,2025-03-09T23:05:51Z,DELETE,Security,HR_VIEW,Permitted
ashwin.ramnarayanan@okta.com,U0001,2025-11-29T23:05:51Z,WRITE,Admin,IT_MAINTAIN,Denied
user11@atko.email,U0019,2025-09-13T23:05:51Z,DELETE,Employee,GENERAL_USER,Denied
user49@atko.email,USER_A,2025-05-16T23:05:51Z,CREATE NEW VENDOR,Sales,AUDIT_READ,Permitted
user36@atko.email,USER_A,2024-12-26T23:05:51Z,CHECK_PERMS,Admin,READ_ONLY,Denied
user19@atko.email,U0027,2025-03-09T23:05:51Z,WRITE,Finance,FINANCE_EDIT,Permitted
user39@atko.email,U0047,2025-03-08T23:05:51Z,WRITE,Payment Processor,SALES_VIEW,Denied
user22@atko.email,U0030,2025-10-04T23:05:51Z,LOGIN,Security,GENERAL_USER,Denied
user3@atko.email,U0011,2025-04-02T23:05:51Z,READ,HR,READ_ONLY,Denied
john.doe@atko.email,U0002,2024-12-29T23:05:51Z,WRITE,Payment Processor,AUDIT_READ,Denied
user1@atko.email,U0009,2025-03-09T23:05:51Z,WRITE,Payment Processor,SALES_VIEW,Permitted
user9@atko.email,U0017,2025-09-02T23:05:51Z,LOGOUT,Security,READ_ONLY,Permitted
samantha.driver@atko.email,U0004,2025-08-25T23:05:51Z,CREATE NEW VENDOR,Security,GENERAL_USER,Denied
user43@atko.email,U0051,2025-08-23T23:05:51Z,READ,Security,FIN_VENDOR_CREATOR,Permitted
user23@atko.email,U0031,2025-04-01T23:05:51Z,APPROVE,Security,FIN_PROCESS_APPR,Denied
user16@atko.email,U0024,2025-09-12T23:05:51Z,UPDATE,Admin,IT_MAINTAIN,Permitted
user38@atko.email,U0046,2025-01-16T23:05:51Z,READ,Security,FIN_PROCESS_APPR,Permitted
user21@atko.email,U0029,2025-07-15T23:05:51Z,WRITE,IT_Ops,IT_MAINTAIN,Permitted
user41@atko.email,U0049,2025-04-09T23:05:51Z,CREATE NEW VENDOR,HR,GENERAL_USER,Denied
user45@atko.email,U0053,2025-10-21T23:05:51Z,DELETE,IT_Ops,SECURITY_EXECUTE,Denied
user32@atko.email,U0040,2025-05-09T23:05:51Z,CHECK_PERMS,Admin,FINANCE_EDIT,Denied
user47@atko.email,U0055,2025-11-02T23:05:51Z,WRITE,Sales,IT_MAINTAIN,Permitted
user9@atko.email,U0017,2025-11-19T23:05:51Z,EXECUTE,Employee,FIN_PROCESS_APPR,Denied
user24@atko.email,U0032,2025-03-07T23:05:51Z,DELETE,Auditor,IT_MAINTAIN,Permitted
user44@atko.email,U0052,11/23/2025,LOGIN,Employee,AUDIT_READ,Permitted
user20@atko.email,U0028,2025-09-09T23:05:51Z,READ,Security,GENERAL_USER,Denied
harms.rosa@atko.email,U0003,2025-08-07T23:05:51Z,LOGOUT,Payment Processor,SALES_VIEW,Denied
user33@atko.email,U0041,2025-01-27T23:05:51Z,LOGOUT,Finance,GENERAL_USER,Permitted
user14@atko.email,USER_A,2024-12-25T23:05:51Z,CHECK_PERMS,Employee,READ_ONLY,Denied
user0@atko.email,U0008,2025-03-22T23:05:51Z,EXECUTE,Employee,FINANCE_EDIT,Permitted
