Email,User_ID,Access_Date,Action_Type,Role,Permission_Set,Effective_Access
user43@atko.email,U0051,2025-02-17T23:05:51Z,EXECUTE,Viewer,SALES_VIEW,Permitted
user22@atko.email,U0030,2025-07-25T23:05:51Z,CHECK_PERMS,Viewer,HR_VIEW,Denied
user17@atko.email,U0025,2025-08-10T23:05:51Z,CREATE NEW VENDOR,Security,FIN_VENDOR_CREATOR,Permitted
kobe.doe@atko.email,U0005,2025-06-04T23:05:51Z,READ,Employee,FINANCE_EDIT,Denied
user33@atko.email,U0041,2025-06-25T23:05:51Z,UPDATE,Auditor,AUDIT_READ,Denied
user44@atko.email,U0052,2025-05-24T23:05:51Z,WRITE,Sales,READ_ONLY,Permitted
user18@atko.email,U0026,2025-04-06T23:05:51Z,CREATE NEW VENDOR,Employee,SYSTEM_ADMIN_ALL,Denied
user12@atko.email,U0020,2025-07-21T23:05:51Z,UPDATE,Security,SALES_VIEW,Denied
user27@atko.email,U0035,2025-11-20T23:05:51Z,WRITE,Sales,IT_MAINTAIN,Denied
user19@atko.email,U0027,2025-04-14T23:05:51Z,LOGIN,Security,FIN_VENDOR_CREATOR,Permitted
user41@atko.email,U0049,2024-12-29T23:05:51Z,WRITE,Admin,READ_ONLY,Permitted
user5@atko.email,U0013,2025-02-25T23:05:51Z,APPROVE,Payment Processor,AUDIT_READ,Denied
user28@atko.email,U0036,2025-01-10T23:05:51Z,READ,Payment Processor,READ_ONLY,Permitted
user8@atko.email,U0016,2025-08-12T23:05:51Z,UPDATE,Admin,SECURITY_EXECUTE,Denied
user32@atko.email,U0040,2025-09-22T23:05:51Z,CREATE NEW VENDOR,Auditor,IT_MAINTAIN,Permitted
user21@atko.email,U0029,2025-04-29T23:05:51Z,EXECUTE,Admin,SALES_VIEW,Denied
user10@atko.email,U0018,2025-02-25T23:05:51Z,WRITE,Auditor,GENERAL_USER,Permitted
user24@atko.email,U0032,2025-03-15T23:05:51Z,DELETE,IT_Ops,SYSTEM_ADMIN_ALL,Permitted
user19@atko.email,U0027,2025-11-07T23:05:51Z,LOGOUT,Finance,FINANCE_EDIT,Denied
user15@atko.email,U0023,2025-07-08T23:05:51Z,READ,IT_Ops,FIN_PROCESS_APPR,Denied
user12@atko.email,U0020,2025-08-20T23:05:51Z,UPDATE,Auditor,FINANCE_EDIT,Denied
user28@atko.email,U0036,2025-01-22T23:05:51Z,APPROVE,Sales,FIN_VENDOR_CREATOR,Permitted
user22@atko.email,U0030,2025-09-04T23:05:51Z,UPDATE,Sales,IT_MAINTAIN,Permitted
user47@atko.email,U0055,2024-12-12T23:05:51Z,LOGOUT,Auditor,FINANCE_EDIT,Denied
user5@atko.email,U0013,2025-03-15T23:05:51Z,APPROVE,Finance,SALES_VIEW,Denied
user39@atko.email,U0047,2025-07-22T23:05:51Z,WRITE,Auditor,FIN_PROCESS_APPR,Denied
user41@atko.email,U0049,2025-06-26T23:05:51Z,LOGIN,HR,SALES_VIEW,Permitted
user6@atko.email,U0014,2025-09-18T23:05:51Z,LOGIN,Security,SYSTEM_ADMIN_ALL,Permitted
ashwin.ramnarayanan@okta.com,U0001,2025-01-29T23:05:51Z,LOGOUT,Viewer,SYSTEM_ADMIN_ALL,Denied
user4@atko.email,U0012,2025-04-11T23:05:51Z,UPDATE,IT_Ops,SECURITY_EXECUTE,Denied
user2@atko.email,U0010,2025-07-10T23:05:51Z,UPDATE,IT_Ops,SYSTEM_ADMIN_ALL,Permitted
samantha.driver@atko.email,U0004,2025-04-25T23:05:51Z,LOGOUT,IT_Ops,READ_ONLY,Permitted
john.doe@atko.email,U0002,2025-08-25T23:05:51Z,DELETE,Employee,SECURITY_EXECUTE,Denied
user12@atko.email,U0020,2025-11-06T23:05:51Z,UPDATE,Employee,SALES_VIEW,Permitted
user5@atko.email,U0013,2025-01-12T23:05:51Z,DELETE,Auditor,IT_MAINTAIN,Denied
user41@atko.email,U0049,2025-06-04T23:05:51Z,DELETE,Payment Processor,GENERAL_USER,Denied
user49@atko.email,U0057,2025-05-25T23:05:51Z,CREATE NEW VENDOR,Admin,SECURITY_EXECUTE,Denied
user13@atko.email,U0021,2025-12-02T23:05:51Z,LOGIN,HR,SALES_VIEW,Permitted
kobe.doe@atko.email,U0005,2025-07-22T23:05:51Z,LOGIN,Security,IT_MAINTAIN,Denied
user46@atko.email,U0054,2025-01-16T23:05:51Z,LOGOUT,Auditor,GENERAL_USER,Denied
user2@atko.email,U0010,2025-11-18T23:05:51Z,CREATE NEW VENDOR,HR,SECURITY_EXECUTE,Denied
harms.rosa@atko.email,U0003,2025-11-29T23:05:51Z,APPROVE,HR,FIN_VENDOR_CREATOR,Permitted
user20@atko.email,U0028,2025-07-19T23:05:51Z,EXECUTE,Sales,IT_MAINTAIN,Denied
ivan@atko.email,U0006,2025-06-29T23:05:51Z,DELETE,Payment Processor,FIN_PROCESS_APPR,Permitted
user42@atko.email,U0050,2025-09-01T23:05:51Z,LOGIN,Employee,IT_MAINTAIN,Denied
user48@atko.email,U0056,2025-06-04T23:05:51Z,CHECK_PERMS,IT_Ops,HR_VIEW,Permitted
user21@atko.email,U0029,2025-10-08T23:05:51Z,WRITE,Auditor,FIN_VENDOR_CREATOR,Permitted
user19@atko.email,U0027,2025-06-28T23:05:51Z,LOGIN,Sales,SALES_VIEW,Denied
user21@atko.email,U0029,2025-02-17T23:05:51Z,UPDATE,Admin,READ_ONLY,Permitted
user20@atko.email,U0028,2025-08-03T23:05:51Z,LOGIN,Admin,FIN_PROCESS_APPR,Denied
user12@atko.email,U0020,2025-03-05T23:05:51Z,EXECUTE,Auditor,READ_ONLY,Permitted
harms.rosa@atko.email,U0003,2025-07-21T23:05:51Z,CREATE NEW VENDOR,Security,READ_ONLY,Permitted
user27@atko.email,U0035,2025-08-10T23:05:51Z,LOGOUT,Sales,AUDIT_READ,Denied
user27@atko.email,U0035,2025-11-19T23:05:51Z,EXECUTE,Security,AUDIT_READ,Permitted
user36@atko.email,U0044,2025-04-22T23:05:51Z,EXECUTE,Admin,AUDIT_READ,Denied
user12@atko.email,U0020,2024-12-17T23:05:51Z,CHECK_PERMS,IT_Ops,SECURITY_EXECUTE,Denied
user18@atko.email,U0026,2025-06-15T23:05:51Z,LOGOUT,Auditor,AUDIT_READ,Permitted
user32@atko.email,U0040,2025-01-10T23:05:51Z,LOGOUT,Payment Processor,SECURITY_EXECUTE,Permitted
user3@atko.email,U0011,2025-05-19T23:05:51Z,EXECUTE,Security,GENERAL_USER,Denied
user6@atko.email,U0014,2025-03-11T23:05:51Z,LOGOUT,Payment Processor,AUDIT_READ,Denied
john.doe@atko.email,U0002,2025-02-09T23:05:51Z,EXECUTE,Employee,SYSTEM_ADMIN_ALL,Denied
creep.user@atko.email,U9999,2024-12-09T23:05:51Z,LOGIN,HR,HR_VIEW,Denied
user47@atko.email,U0055,2025-08-19T23:05:51Z,EXECUTE,Sales,IT_MAINTAIN,Permitted
max@atko.email,U0007,2025-04-08T23:05:51Z,EXECUTE,Employee,AUDIT_READ,Denied
user23@atko.email,U0031,2025-06-16T23:05:51Z,EXECUTE,Finance,FIN_PROCESS_APPR,Denied
user48@atko.email,U0056,2025-07-16T23:05:51Z,UPDATE,Employee,READ_ONLY,Permitted
user38@atko.email,U0046,2025-03-04T23:05:51Z,WRITE,Security,SECURITY_EXECUTE,Denied
user7@atko.email,U0015,2025-09-28T23:05:51Z,UPDATE,Employee,GENERAL_USER,Denied
user45@atko.email,U0053,2025-03-07T23:05:51Z,CHECK_PERMS,Payment Processor,AUDIT_READ,Denied
user11@atko.email,U0019,2025-08-11T23:05:51Z,LOGIN,Payment Processor,READ_ONLY,Denied
max@atko.email,U0007,2025-09-07T23:05:51Z,APPROVE,Security,AUDIT_READ,Permitted
user15@atko.email,U0023,2025-10-01T23:05:51Z,LOGIN,Viewer,IT_MAINTAIN,Permitted
user3@atko.email,U0011,2025-11-08T23:05:51Z,LOGIN,Employee,SYSTEM_ADMIN_ALL,Denied
user5@atko.email,U0013,2025-07-10T23:05:51Z,DELETE,HR,GENERAL_USER,Permitted
user16@atko.email,U0024,2025-09-18T23:05:51Z,CREATE NEW VENDOR,Employee,READ_ONLY,Denied
user37@atko.email,U0045,2025-09-07T23:05:51Z,UPDATE,Auditor,FIN_VENDOR_CREATOR,Permitted
user32@atko.email,U0040,2025-04-30T23:05:51Z,UPDATE,Employee,FIN_VENDOR_CREATOR,Denied
user40@atko.email,U0048,2024-12-09T23:05:51Z,LOGIN,Viewer,SECURITY_EXECUTE,Denied
user33@atko.email,U0041,2025-08-01T23:05:51Z,LOGIN,Auditor,HR_VIEW,Denied
kobe.doe@atko.email,U0005,2025-07-01T23:05:51Z,UPDATE,Auditor,GENERAL_USER,Denied
user20@atko.email,U0028,2025-08-12T23:05:51Z,CHECK_PERMS,Auditor,READ_ONLY,Permitted
user1@atko.email,U0009,2025-05-30T23:05:51Z,LOGIN,Finance,FIN_PROCESS_APPR,Denied
user27@atko.email,U0035,2025-08-20T23:05:51Z,READ,Payment Processor,SECURITY_EXECUTE,Denied
user33@atko.email,U0041,2025-10-19T23:05:51Z,READ,Security,AUDIT_READ,Denied
user4@atko.email,U0012,2025-07-18T23:05:51Z,LOGIN,Viewer,FINANCE_EDIT,Denied
user17@atko.email,U0025,2025-05-16T23:05:51Z,UPDATE,Admin,SYSTEM_ADMIN_ALL,Denied
user31@atko.email,U0039,2025-03-25T23:05:51Z,CREATE NEW VENDOR,Security,SYSTEM_ADMIN_ALL,Permitted
user5@atko.email,U0013,2025-01-22T23:05:51Z,WRITE,Payment Processor,SECURITY_EXECUTE,Permitted
samantha.driver@atko.email,U0004,2025-10-03T23:05:51Z,WRITE,Sales,GENERAL_USER,Denied
user4@atko.email,U0012,2025-08-07T23:05:51Z,DELETE,Auditor,AUDIT_READ,Permitted
user32@atko.email,U0040,2025-07-09T23:05:51Z,CREATE NEW VENDOR,Sales,FIN_VENDOR_CREATOR,Denied
user10@atko.email,U0018,2025-06-24T23:05:51Z,WRITE,Payment Processor,HR_VIEW,Denied
max@atko.email,U0007,2024-12-20T23:05:51Z,EXECUTE,Security,HR_VIEW,Permitted
user34@atko.email,U0042,2025-02-09T23:05:51Z,CHECK_PERMS,Security,READ_ONLY,Denied
user6@atko.email,U0014,2025-07-13T23:05:51Z,LOGIN,Viewer,GENERAL_USER,Denied
user20@atko.email,U0028,2025-04-09T23:05:51Z,UPDATE,Finance,FINANCE_EDIT,Permitted
user18@atko.email,U0026,2025-12-04T23:05:51Z,EXECUTE,Viewer,READ_ONLY,Denied
user30@atko.email,U0038,2025-03-16T23:05:51Z,EXECUTE,Viewer,READ_ONLY,Permitted
user2@atko.email,U0010,2025-08-19T23:05:51Z,CREATE NEW VENDOR,Security,READ_ONLY,Permitted
user28@atko.email,U0036,2025-10-25T23:05:51Z,EXECUTE,Auditor,SALES_VIEW,Permitted
user42@atko.email,U0050,2025-09-16T23:05:51Z,CREATE NEW VENDOR,Employee,FIN_PROCESS_APPR,Permitted
user9@atko.email,U0017,2025-02-15T23:05:51Z,READ,Viewer,IT_MAINTAIN,Permitted
user0@atko.email,U0008,2025-07-18T23:05:51Z,APPROVE,Finance,GENERAL_USER,Permitted
user35@atko.email,U0043,2024-12-10T23:05:51Z,CHECK_PERMS,Security,SYSTEM_ADMIN_ALL,Denied
samantha.driver@atko.email,U0004,2025-08-28T23:05:51Z,LOGOUT,Sales,FINANCE_EDIT,Permitted
user25@atko.email,U0033,2025-11-21T23:05:51Z,READ,Finance,IT_MAINTAIN,Denied
user22@atko.email,U0030,2025-02-28T23:05:51Z,DELETE,Payment Processor,FIN_PROCESS_APPR,Denied
john.doe@atko.email,U0002,2025-09-16T23:05:51Z,WRITE,Security,SALES_VIEW,Denied
samantha.driver@atko.email,U0004,2025-05-24T23:05:51Z,EXECUTE,IT_Ops,READ_ONLY,Permitted
user15@atko.email,U0023,2025-09-06T23:05:51Z,APPROVE,IT_Ops,IT_MAINTAIN,Permitted
user46@atko.email,U0054,2025-04-20T23:05:51Z,EXECUTE,Security,HR_VIEW,Denied
user5@atko.email,U0013,2025-04-20T23:05:51Z,UPDATE,HR,FINANCE_EDIT,Denied
user10@atko.email,U0018,2025-02-10T23:05:51Z,DELETE,Sales,SALES_VIEW,Permitted
user6@atko.email,U0014,2025-09-08T23:05:51Z,APPROVE,Auditor,IT_MAINTAIN,Denied
harms.rosa@atko.email,U0003,2025-02-15T23:05:51Z,LOGIN,Sales,SYSTEM_ADMIN_ALL,Permitted
user12@atko.email,U0020,2025-02-02T23:05:51Z,READ,HR,FIN_VENDOR_CREATOR,Denied
user37@atko.email,U0045,2025-06-20T23:05:51Z,CHECK_PERMS,Viewer,READ_ONLY,Denied
user42@atko.email,U0050,2025-05-17T23:05:51Z,LOGIN,Viewer,SALES_VIEW,Denied
ivan@atko.email,U0006,2025-06-23T23:05:51Z,CHECK_PERMS,Sales,AUDIT_READ,Permitted
creep.user@atko.email,U9999,2025-06-17T23:05:51Z,UPDATE,Finance,SECURITY_EXECUTE,Permitted
user41@atko.email,U0049,2025-11-03T23:05:51Z,DELETE,Auditor,GENERAL_USER,Permitted
user7@atko.email,U0015,2025-10-04T23:05:51Z,DELETE,Auditor,SECURITY_EXECUTE,Permitted
user1@atko.email,U0009,2025-08-10T23:05:51Z,DELETE,Employee,READ_ONLY,Denied
user29@atko.email,U0037,2025-06-16T23:05:51Z,LOGOUT,Sales,SALES_VIEW,Permitted
user20@atko.email,U0028,2025-09-06T23:05:51Z,EXECUTE,Security,SALES_VIEW,Permitted
user48@atko.email,U0056,2025-02-07T23:05:51Z,UPDATE,Admin,SYSTEM_ADMIN_ALL,Permitted
user6@atko.email,U0014,2024-12-26T23:05:51Z,UPDATE,IT_Ops,READ_ONLY,Denied
user38@atko.email,U0046,2025-04-29T23:05:51Z,CREATE NEW VENDOR,HR,FIN_PROCESS_APPR,Permitted
user0@atko.email,U0008,2025-11-19T23:05:51Z,DELETE,Admin,FIN_VENDOR_CREATOR,Denied
user9@atko.email,U0017,2025-03-06T23:05:51Z,LOGIN,Admin,SECURITY_EXECUTE,Denied
user29@atko.email,U0037,2025-02-10T23:05:51Z,UPDATE,Payment Processor,GENERAL_USER,Denied
user22@atko.email,U0030,2025-10-02T23:05:51Z,CHECK_PERMS,Admin,FINANCE_EDIT,Denied
user23@atko.email,U0031,2025-09-15T23:05:51Z,LOGIN,Finance,READ_ONLY,Denied
user23@atko.email,U0031,2025-01-16T23:05:51Z,LOGIN,HR,SECURITY_EXECUTE,Denied
kobe.doe@atko.email,U0005,2025-04-23T23:05:51Z,EXECUTE,Security,SALES_VIEW,Denied
user43@atko.email,U0051,2025-09-22T23:05:51Z,LOGIN,Security,GENERAL_USER,Denied
user42@atko.email,U0050,2025-10-20T23:05:51Z,DELETE,Admin,GENERAL_USER,Denied
user38@atko.email,U0046,2025-01-15T23:05:51Z,LOGIN,Sales,IT_MAINTAIN,Denied
user0@atko.email,U0008,2025-10-08T23:05:51Z,READ,Payment Processor,IT_MAINTAIN,Denied
user37@atko.email,U0045,2025-07-14T23:05:51Z,DELETE,Payment Processor,AUDIT_READ,Permitted
user34@atko.email,U0042,2025-11-30T23:05:51Z,EXECUTE,Security,FINANCE_EDIT,Denied
user45@atko.email,U0053,2025-09-16T23:05:51Z,READ,Payment Processor,GENERAL_USER,Denied
creep.user@atko.email,U9999,2025-02-17T23:05:51Z,CHECK_PERMS,Employee,FIN_PROCESS_APPR,Denied
user4@atko.email,U0012,2025-03-03T23:05:51Z,CHECK_PERMS,Admin,GENERAL_USER,Permitted
user10@atko.email,U0018,2025-10-25T23:05:51Z,WRITE,Employee,GENERAL_USER,Denied
max@atko.email,U0007,2025-05-27T23:05:51Z,DELETE,IT_Ops,HR_VIEW,Denied
ashwin.ramnarayanan@okta.com,U0001,2025-10-15T23:05:51Z,WRITE,IT_Ops,FIN_PROCESS_APPR,Denied
user19@atko.email,U0027,2025-11-15T23:05:51Z,READ,Sales,READ_ONLY,Permitted
user7@atko.email,U0015,2025-08-11T23:05:51Z,UPDATE,Sales,IT_MAINTAIN,Permitted
user47@atko.email,U0055,2025-06-23T23:05:51Z,EXECUTE,Sales,SECURITY_EXECUTE,Denied
user36@atko.email,U0044,2025-09-03T23:05:51Z,CREATE NEW VENDOR,HR,SECURITY_EXECUTE,Permitted
creep.user@atko.email,U9999,2025-02-12T23:05:51Z,APPROVE,Viewer,HR_VIEW,Denied
user34@atko.email,U0042,2025-06-08T23:05:51Z,WRITE,Sales,HR_VIEW,Permitted
user38@atko.email,U0046,2025-04-06T23:05:51Z,DELETE,HR,SYSTEM_ADMIN_ALL,Permitted
user35@atko.email,U0043,2025-07-22T23:05:51Z,CREATE NEW VENDOR,Payment Processor,FIN_PROCESS_APPR,Permitted
samantha.driver@atko.email,U0004,2025-01-07T23:05:51Z,CREATE NEW VENDOR,Auditor,FIN_VENDOR_CREATOR,Permitted
user9@atko.email,U0017,2024-12-19T23:05:51Z,DELETE,Employee,AUDIT_READ,Denied
user25@atko.email,U0033,2025-09-08T23:05:51Z,DELETE,IT_Ops,SECURITY_EXECUTE,Permitted
user15@atko.email,U0023,2025-06-10T23:05:51Z,LOGOUT,IT_Ops,READ_ONLY,Permitted
user42@atko.email,U0050,2024-12-08T23:05:51Z,UPDATE,Sales,FINANCE_EDIT,Permitted
user9@atko.email,U0017,2025-09-27T23:05:51Z,READ,IT_Ops,HR_VIEW,Denied
user29@atko.email,U0037,2025-07-07T23:05:51Z,CREATE NEW VENDOR,Sales,FIN_PROCESS_APPR,Denied
user40@atko.email,U0048,2025-08-22T23:05:51Z,LOGIN,Admin,SYSTEM_ADMIN_ALL,Permitted
user19@atko.email,U0027,2025-03-05T23:05:51Z,WRITE,IT_Ops,IT_MAINTAIN,Denied
user33@atko.email,U0041,2025-11-30T23:05:51Z,LOGIN,Admin,SALES_VIEW,Denied
user48@atko.email,U0056,2025-02-17T23:05:51Z,UPDATE,HR,SYSTEM_ADMIN_ALL,Permitted
user34@atko.email,U0042,2025-01-30T23:05:51Z,LOGOUT,Security,SECURITY_EXECUTE,Denied
max@atko.email,U0007,2025-09-22T23:05:51Z,LOGIN,Security,SALES_VIEW,Permitted
user48@atko.email,U0056,2025-08-24T23:05:51Z,READ,IT_Ops,HR_VIEW,Permitted
user36@atko.email,U0044,2024-12-26T23:05:51Z,WRITE,Payment Processor,SYSTEM_ADMIN_ALL,Denied
user42@atko.email,U0050,2025-03-31T23:05:51Z,WRITE,Finance,SYSTEM_ADMIN_ALL,Denied
user13@atko.email,U0021,2024-12-15T23:05:51Z,LOGIN,Sales,READ_ONLY,Permitted
user17@atko.email,U0025,2025-02-13T23:05:51Z,CREATE NEW VENDOR,IT_Ops,SALES_VIEW,Permitted
user9@atko.email,U0017,2024-12-21T23:05:51Z,CREATE NEW VENDOR,Finance,FINANCE_EDIT,Permitted
user21@atko.email,U0029,2025-04-19T23:05:51Z,EXECUTE,HR,FIN_PROCESS_APPR,Permitted
user40@atko.email,U0048,2025-11-25T23:05:51Z,LOGIN,Security,READ_ONLY,Denied
user6@atko.email,U0014,2025-01-20T23:05:51Z,READ,Auditor,FIN_VENDOR_CREATOR,Permitted
user7@atko.email,U0015,2025-02-09T23:05:51Z,UPDATE,Auditor,IT_MAINTAIN,Denied
user29@atko.email,U0037,2025-10-08T23:05:51Z,READ,Sales,SYSTEM_ADMIN_ALL,Permitted
user15@atko.email,U0023,2025-11-29T23:05:51Z,READ,Security,GENERAL_USER,Denied
samantha.driver@atko.email,U0004,2025-10-01T23:05:51Z,APPROVE,Sales,FIN_VENDOR_CREATOR,Permitted
user22@atko.email,U0030,2025-11-07T23:05:51Z,EXECUTE,Finance,IT_MAINTAIN,Denied
user22@atko.email,U0030,2025-11-28T23:05:51Z,WRITE,Security,READ_ONLY,Permitted
user46@atko.email,U0054,2025-09-11T23:05:51Z,WRITE,HR,SALES_VIEW,Denied
user42@atko.email,U0050,2025-03-29T23:05:51Z,UPDATE,HR,GENERAL_USER,Denied
user30@atko.email,U0038,2025-11-04T23:05:51Z,DELETE,Admin,FIN_PROCESS_APPR,Denied
user31@atko.email,U0039,2025-04-05T23:05:51Z,LOGOUT,Employee,FIN_PROCESS_APPR,Denied
kobe.doe@atko.email,U0005,2025-11-07T23:05:51Z,LOGIN,Auditor,FINANCE_EDIT,Denied
user49@atko.email,U0057,2025-06-21T23:05:51Z,EXECUTE,Finance,FIN_VENDOR_CREATOR,Permitted
